model,magnitude,summary_level,n,n_qkeys,mean_difference_delta_target,ci95_difference_delta_target,p_two_sided_delta_target,contrastive_better_rate_delta_target,mean_difference_delta_others,ci95_difference_delta_others,p_two_sided_delta_others,mean_difference_delta_specificity,ci95_difference_delta_specificity,p_two_sided_delta_specificity,contrastive_better_rate_delta_specificity,mean_difference_delta_nearest,ci95_difference_delta_nearest,p_two_sided_delta_nearest,contrastive_better_rate_delta_nearest,attribute,model_class
mistral,12.0,attribute,964,482,-0.04130126657246421,0.0055577135107779145,9.912122344130378e-27,0.7365145228215768,-0.04159996278547544,0.005589679980415929,1.2640991891908706e-26,0.0002986962130112266,0.0039308449036147925,0.574224265751804,0.46265560165975106,0.001037344398340249,0.020844760763445384,0.9092690452142216,0.08091286307053942,age,
mistral,14.0,attribute,964,482,-0.043776370250638526,0.005636247277773484,1.1975640113750727e-28,0.7427385892116183,-0.04404492919401905,0.005675412927204335,4.487437286408593e-28,0.00026855894338053055,0.003962035638787593,0.6233121879418644,0.45228215767634855,0.002074688796680498,0.020943479841061836,0.8208472385419284,0.08298755186721991,age,
mistral,16.0,attribute,964,482,-0.04351030239460417,0.005501557220140789,2.4778652751270813e-29,0.7448132780082988,-0.04380278764517256,0.005538229311188016,4.747452351058017e-29,0.00029248525056837875,0.003879800343028006,0.5608265928263646,0.46265560165975106,0.0031120331950207467,0.0208439369982371,0.7324398999038724,0.08298755186721991,age,
mistral,18.0,attribute,964,482,-0.04406352497739046,0.005536019881730744,1.7420570940140568e-29,0.7510373443983402,-0.04432624147838218,0.005566223799878565,4.266087409269182e-29,0.0002627165009917277,0.0038720974959263145,0.5742145691328205,0.46680497925311204,0.004149377593360996,0.020942250005784282,0.6506129639327536,0.08506224066390042,age,
mistral,20.0,attribute,964,482,-0.043403456229259875,0.005481520565891021,2.3352629626707037e-29,0.7489626556016598,-0.04367874342224943,0.005513545514798573,4.5588307107456875e-29,0.00027528719298955195,0.003840047569458923,0.8047167909599847,0.4460580912863071,0.002074688796680498,0.02054450410776582,0.8161533547581272,0.07883817427385892,age,
mistral,0.0,attribute,1458,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,education,
mistral,2.0,attribute,1458,486,0.03464470833665266,0.003223368628816142,8.023709438215217e-59,0.13168724279835392,0.0327183296184277,0.003154049274759085,2.2128131736498278e-57,0.00192637871822496,0.0018608639706776027,0.12863596743515665,0.46502057613168724,-0.016117969821673524,0.013029080951584181,0.005346774859140607,0.04938271604938271,education,
mistral,4.0,attribute,1458,486,0.019429873571452826,0.0028606180023831355,3.232104612240436e-32,0.28600823045267487,0.018794967965385413,0.0027394318337388844,2.1835478712535196e-33,0.0006349056060674145,0.0017201563411904336,0.5010824676760453,0.4691358024691358,0.006172839506172839,0.012539160226538736,0.285473830698586,0.0823045267489712,education,
mistral,6.0,attribute,1458,486,0.014990313693280155,0.0028922269609497364,1.9525318966743892e-20,0.3559670781893004,0.014430586160672885,0.002745126823327266,1.4880077906139374e-21,0.0005597275326072729,0.0017876728643003027,0.3509316540778844,0.4506172839506173,0.006172839506172839,0.012964603865628675,0.30762734927670443,0.07818930041152264,education,
mistral,8.0,attribute,1458,486,0.011318164977601238,0.002846877568400727,1.5532863172756894e-14,0.3888888888888889,0.010557297519741368,0.002693097218445253,4.076742112409692e-15,0.0007608674578598664,0.0017603064674016082,0.31259462826272544,0.4732510288065844,0.003429355281207133,0.012967282364467364,0.5728366699133816,0.07613168724279835,education,
mistral,10.0,attribute,1458,486,0.010340058984093584,0.002931327105597313,7.342699922645519e-12,0.41358024691358025,0.009681420671850429,0.002761021426190003,1.5635998404993295e-12,0.000658638312243153,0.0018205175630647246,0.32245275202749546,0.4567901234567901,0.006172839506172839,0.013376523001084287,0.3340643957806002,0.08847736625514403,education,
mistral,12.0,attribute,1458,486,0.009513435500033363,0.0029130800067420064,8.088635554422924e-11,0.4156378600823045,0.008925025808254975,0.002740802253315122,1.4906354339420677e-11,0.0005884096917783876,0.0017960838496478037,0.36729762566252866,0.4567901234567901,0.004801097393689987,0.013242139307913715,0.43700685860939303,0.08436213991769548,education,
mistral,14.0,attribute,1458,486,0.007922976517694818,0.0029616198450001046,4.39250108136662e-08,0.43004115226337447,0.00738005890347442,0.002776037767023827,1.5460729991129615e-08,0.0005429176142203973,0.0018330123822854537,0.37283392649686997,0.4547325102880658,0.0,0.013447685182379277,0.9978231081636435,0.08436213991769548,education,
mistral,16.0,attribute,1458,486,0.006945098624241043,0.0028862852136283513,2.7876002834428304e-07,0.43415637860082307,0.006339310110784275,0.002706307007555562,1.106124392811166e-07,0.0006057885134567645,0.0017715186177688828,0.27720569833524966,0.4444444444444444,-0.0013717421124828531,0.013037824252349475,0.820801454052534,0.07613168724279835,education,
mistral,18.0,attribute,1458,486,0.006743673846545885,0.003051414284352049,4.00611641070359e-06,0.43621399176954734,0.006264494567375736,0.0028535022502263196,1.3679589798733492e-06,0.0004791792791701493,0.0018851691356079603,0.4429891900620049,0.4794238683127572,0.0,0.013581496290897806,0.9978231081636435,0.08436213991769548,education,
mistral,20.0,attribute,1458,486,0.005964341427275705,0.0030338211639752946,4.4720472424535356e-05,0.44238683127572015,0.005543828122318909,0.002830344545016629,9.453305874764167e-06,0.000420513304956795,0.0018859161221148322,0.4373750560264703,0.4691358024691358,0.0006858710562414266,0.013647864431348694,0.9176791459833771,0.08847736625514403,education,
mistral,0.0,attribute,972,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,socioeco,
mistral,2.0,attribute,972,486,0.01941580744369093,0.009391468689019133,0.0003992508363872604,0.41975308641975306,0.02257065917234074,0.009325583610424697,1.8920421682573888e-05,-0.003154851728649803,0.007218286652273569,0.02046692907883123,0.48148148148148145,0.00823045267489712,0.026607603580708464,0.4371418438777761,0.11316872427983539,socioeco,
mistral,4.0,attribute,972,486,0.04605652171937958,0.006338754907275249,4.854227866176699e-26,0.28600823045267487,0.04718131972168555,0.0062168339754762,5.265817952585811e-29,-0.0011247980023059644,0.00436493046396093,0.5028802508336764,0.43004115226337447,0.0051440329218107,0.019030296931535733,0.558409388489248,0.07818930041152264,socioeco,
mistral,6.0,attribute,972,486,0.040672622254751316,0.0055562718830988456,8.804996935593909e-27,0.31069958847736623,0.040636190802195944,0.005554172025185022,5.596317620982014e-28,3.643145255537498e-05,0.0038102469029287272,0.8275183717018942,0.42386831275720166,-0.0051440329218107,0.01770052472852455,0.5413007280472231,0.06378600823045268,socioeco,
mistral,8.0,attribute,972,486,0.036775353192308124,0.005102366707373453,4.3737272032030685e-27,0.31893004115226337,0.036564926521473806,0.005128563974912792,2.500275732996238e-27,0.00021042667083431683,0.0034329956762249587,0.728541636760889,0.41975308641975306,0.00205761316872428,0.016879111331359144,0.7994953618696918,0.06584362139917696,socioeco,
mistral,10.0,attribute,972,486,0.03375199500934068,0.00492380659183687,1.0349686960350854e-25,0.32098765432098764,0.03331637506779689,0.0049598975668300755,2.286729874591044e-25,0.00043561994154379637,0.0032804327901136635,0.6920092010014028,0.4218106995884774,0.009259259259259259,0.016748482187046793,0.2642883452260276,0.07613168724279835,socioeco,
mistral,12.0,attribute,972,486,0.031612206214879646,0.004821058647653432,2.4409087096774265e-24,0.32510288065843623,0.031026667566232603,0.004848114816439427,6.4657203794287195e-24,0.0005855386486470467,0.0032048606931569857,0.8231577059972716,0.4176954732510288,0.00823045267489712,0.016871666963229143,0.3247557654026184,0.07613168724279835,socioeco,
mistral,14.0,attribute,972,486,0.02965421578645529,0.004666420126194938,4.303600883576125e-23,0.32510288065843623,0.028910813627162676,0.004697925158354388,1.5666139487949734e-22,0.0007434021592926123,0.003091072243736013,0.9848895203467309,0.4094650205761317,0.0051440329218107,0.016510770857252083,0.522052723715288,0.06790123456790123,socioeco,
mistral,16.0,attribute,972,486,0.029505201691741614,0.004611634755280365,1.5544553790434937e-23,0.31893004115226337,0.02891062112442855,0.00464054506824465,3.757795010236979e-23,0.0005945805673130621,0.0030257801407438767,0.9363512519418291,0.4074074074074074,0.0030864197530864196,0.0167574807006239,0.7054569861112734,0.06790123456790123,socioeco,
mistral,18.0,attribute,972,486,0.029015403416728387,0.004610523306668327,8.843498590638933e-23,0.32510288065843623,0.028315461734645747,0.004627134993450923,2.323555553740859e-22,0.000699941682082637,0.0030136856787910627,0.9168779527780774,0.43415637860082307,0.0,0.016390239199145326,1.0,0.06172839506172839,socioeco,
mistral,20.0,attribute,972,486,0.02807497001579345,0.004569948670242104,4.82201088426166e-22,0.3271604938271605,0.02734995097814162,0.004597911447884292,1.1597289089880483e-21,0.0007250190376518281,0.0030006117442103503,0.8067375445286453,0.43004115226337447,-0.00102880658436214,0.01626546806320431,0.8964169676673134,0.059670781893004114,socioeco,
qwen,0.0,class,484,484,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,gender,male
qwen,2.0,class,484,484,0.006218283323687708,0.005494492078056071,0.6127286636905753,0.44214876033057854,0.006938373725882519,0.005521043684813689,0.35747227639817336,-0.0007200904021948124,0.0018613598978143074,0.15602223830615722,0.2396694214876033,0.004132231404958678,0.011459888101457948,0.47950012218695337,0.010330578512396695,gender,male
qwen,4.0,class,484,484,0.0079505721902297,0.008137488484658966,0.005367428876664887,0.5702479338842975,0.009836356408263327,0.008410487046918939,0.008971417489414612,-0.0018857842180336286,0.003761831953554973,0.7824862921372786,0.23760330578512398,0.0,0.012819167586535797,1.0,0.010330578512396695,gender,male
qwen,6.0,class,484,484,0.002660235623725891,0.011649607612091122,1.0248107455294428e-06,0.6921487603305785,0.005257546557517407,0.012632959060855532,2.829147021926721e-07,-0.002597310933791517,0.003936010606878317,0.3596600778799207,0.2644628099173554,0.006198347107438017,0.013433487599732848,0.36571229628151325,0.014462809917355372,gender,male
qwen,8.0,class,484,484,-0.016952425311679915,0.01256327660560792,1.1217833694611906e-18,0.78099173553719,-0.01676942069280122,0.01352641670436182,6.0277159972412785e-18,-0.00018300461887869489,0.0037719677326384367,0.07173968757868854,0.2871900826446281,-0.004132231404958678,0.015163366046658357,0.5929800980174267,0.012396694214876033,gender,male
qwen,10.0,class,484,484,-0.05996477293960536,0.014262690523776015,7.707497541170956e-37,0.8636363636363636,-0.060400587953602154,0.014612228705904761,2.971421849235836e-36,0.000435815013996791,0.005606170020712493,0.20800506722848722,0.2871900826446281,0.004132231404958678,0.017194769347380835,0.6373518882339371,0.02066115702479339,gender,male
qwen,12.0,class,484,484,-0.11112181069453231,0.022522603338633245,4.3420052176091625e-40,0.871900826446281,-0.10321328262828212,0.021967842345207777,3.801616188354565e-36,-0.007908528066250173,0.008157509171748185,0.01749853022782344,0.3285123966942149,0.04132231404958678,0.030651901327753552,0.008636216760319582,0.08057851239669421,gender,male
qwen,14.0,class,484,484,-0.18739585674802714,0.03393206268920512,9.428783423511956e-36,0.8305785123966942,-0.16514986517312524,0.0334204057654568,3.026571979707228e-28,-0.02224599157490184,0.015009778266574571,0.00015710278677650495,0.4194214876033058,0.1012396694214876,0.04658127372382092,2.8347297106203112e-05,0.1921487603305785,gender,male
qwen,16.0,class,484,484,-0.2534700429054889,0.04008413512187193,3.879775890414924e-34,0.7933884297520661,-0.1951161641189793,0.040550986208586395,5.910633237911879e-22,-0.058353878786509564,0.020355381738839575,7.881779964924373e-11,0.5640495867768595,0.18181818181818182,0.06147856801413701,2.0153886181265146e-08,0.3450413223140496,gender,male
qwen,18.0,class,484,484,-0.2581923051264651,0.04078987086535251,3.62971610665255e-32,0.7541322314049587,-0.17535605431518533,0.04144647381022142,1.7183994720033898e-17,-0.08283625081127981,0.02265932167079287,3.0794629580471755e-14,0.6033057851239669,0.2768595041322314,0.06647462463419772,1.8554239634767313e-14,0.45454545454545453,gender,male
qwen,20.0,class,484,484,-0.24730792216602143,0.0398252454820831,3.401252202915654e-31,0.7520661157024794,-0.16567567585680787,0.040116821684412614,2.5130272939317102e-17,-0.08163224630921354,0.02243158157047631,5.720164841605755e-14,0.6322314049586777,0.25206611570247933,0.06700979179598737,2.611658883896794e-12,0.44008264462809915,gender,male
qwen,0.0,class,484,484,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,gender,female
qwen,2.0,class,484,484,-0.0035508441013117633,0.0054957205254428,0.11102348755145998,0.4607438016528926,-0.004580217859876211,0.005659089495600423,0.15781888350589002,0.0010293737585644488,0.002390428822284792,0.8142360062360319,0.2334710743801653,-0.002066115702479339,0.009062647301312753,0.6547208460185769,0.004132231404958678,gender,female
qwen,4.0,class,484,484,-0.0024551858604298605,0.009619092369795178,0.0006668304841379973,0.5785123966942148,-0.00427468016278615,0.009039366803871718,0.00011959718920035059,0.0018194943023562887,0.00287893789413713,0.12099002531266326,0.22107438016528927,-0.010330578512396695,0.013413252622929223,0.13166801602281422,0.006198347107438017,gender,female
qwen,6.0,class,484,484,-0.003641786208620515,0.01135741021238944,8.38447704539899e-09,0.6880165289256198,-0.006819112115235149,0.011334837886746161,2.4499219005984107e-10,0.0031773259066146323,0.005077530324153167,0.08520285764204798,0.22520661157024793,-0.006198347107438017,0.014605642766222726,0.40538055645894233,0.010330578512396695,gender,female
qwen,8.0,class,484,484,-0.010291844612701011,0.013903949145914741,1.7558667287411306e-10,0.7520661157024794,-0.012005345610224599,0.013958655814934356,5.6195739199647757e-11,0.001713500997523585,0.005506667531313869,0.4807005894704277,0.25,0.0,0.017198718083073578,1.0,0.01859504132231405,gender,female
qwen,10.0,class,484,484,-0.01780610020899436,0.01652762836497334,1.0665286798177785e-10,0.7458677685950413,-0.01833825419957993,0.01657773484615165,9.665327350000683e-10,0.0005321539905855737,0.004409861730716722,0.6587479737123336,0.2706611570247934,0.008264462809917356,0.020657141782558775,0.43276758066778476,0.030991735537190084,gender,female
qwen,12.0,class,484,484,-0.01460281957711359,0.019869501320229986,3.857308080992056e-05,0.6880165289256198,-0.009875641832988688,0.019508101631066564,0.00020161938115434186,-0.004727177744124903,0.006264552314774088,0.4350561635125203,0.2809917355371901,0.02066115702479339,0.024921130575057314,0.10475748984973063,0.049586776859504134,gender,female
qwen,14.0,class,484,484,-0.007777280378183304,0.022623249806615366,0.0022580468996959537,0.6570247933884298,-0.004499774251326829,0.022757280673357198,0.008207065512898327,-0.0032775061268564736,0.006992391523716167,0.47102551763965594,0.3037190082644628,0.022727272727272728,0.02711791811353359,0.10105025592540992,0.05785123966942149,gender,female
qwen,16.0,class,484,484,-0.01977165852216741,0.025499586199993873,4.214693969409946e-06,0.6859504132231405,-0.021330063218369045,0.025269015491300718,3.681918989185596e-05,0.0015584046962016293,0.006992268310001639,0.32626197152525216,0.2892561983471074,0.022727272727272728,0.028878713914911914,0.12348527214454898,0.0640495867768595,gender,female
qwen,18.0,class,484,484,-0.0464537362165841,0.02516117409513913,4.108404145760847e-12,0.7355371900826446,-0.050703428542076184,0.025250219736086498,4.9130898823383384e-12,0.0042496923254920806,0.007844237543301118,0.23091383789554765,0.3202479338842975,0.024793388429752067,0.031842791471564665,0.1275083304905829,0.07644628099173553,gender,female
qwen,20.0,class,484,484,-0.06618971219101465,0.025003565976391275,8.051792279275268e-17,0.7541322314049587,-0.07399577613408877,0.024952984522724063,8.033891233049242e-18,0.007806063943074105,0.008771498941717411,0.169475562240466,0.3202479338842975,0.014462809917355372,0.036007661308914835,0.43095322400078884,0.08884297520661157,gender,female
qwen,0.0,class,482,482,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,age,adult
qwen,2.0,class,482,482,-0.0005703826623809843,0.003041951922060434,0.02684065693051147,0.5186721991701245,0.0010621770591049844,0.0027815925047103424,0.045364981944690144,-0.001632559721485968,0.001649593457325095,0.14589807542265457,0.23858921161825727,0.002074688796680498,0.007048073403614033,0.5637028616507731,0.004149377593360996,age,adult
qwen,4.0,class,482,482,-0.0002831489322641992,0.005501010329610532,1.6718723354993065e-11,0.6721991701244814,0.0019536130538928107,0.005776428865721685,1.1832647627409897e-11,-0.0022367619861570092,0.002853362248762112,0.5837780102721332,0.26141078838174275,-0.002074688796680498,0.007048073403614033,0.5637028616507731,0.002074688796680498,age,adult
qwen,6.0,class,482,482,-0.0009229565206535354,0.007352440771998015,6.146179963411165e-24,0.7966804979253111,0.0013726700707797734,0.008681926414387739,6.581279575915127e-22,-0.002295626591433311,0.004824366272677547,0.15378083207546905,0.2966804979253112,-0.01037344398340249,0.010729860327164015,0.05878172135535886,0.002074688796680498,age,adult
qwen,8.0,class,482,482,-0.00637919367190599,0.008075640047586105,2.320181702151534e-25,0.8298755186721992,-0.002904616245741941,0.010977287442292101,5.298389077454604e-27,-0.0034745774261640498,0.007767264991572062,0.9352759266022584,0.26556016597510373,-0.02074688796680498,0.013978595233299343,0.003892417122778628,0.002074688796680498,age,adult
qwen,10.0,class,482,482,-0.01062056092136445,0.01054784793871022,3.1475014372655476e-25,0.8340248962655602,-0.0029736363974523275,0.01606174249653349,3.3019608631308212e-25,-0.007646924523912128,0.008691445082968994,0.47818553310102707,0.2966804979253112,-0.01037344398340249,0.018630850162369147,0.27523352407483426,0.016597510373443983,age,adult
qwen,12.0,class,482,482,-0.01225916544038949,0.012616963761537755,1.100703643354672e-21,0.8132780082987552,-0.005587993277934706,0.01625089488440123,6.807976405019189e-19,-0.006671172162454786,0.007664974350376997,0.7874167768557829,0.26141078838174275,-0.006224066390041493,0.021913873666190447,0.5774686624272996,0.026970954356846474,age,adult
qwen,14.0,class,482,482,-0.02936280320024768,0.01531852394375909,1.2310251283744837e-20,0.8049792531120332,-0.024386103472827873,0.015968589756926187,4.373459453247059e-17,-0.004976699727419805,0.007011944017983497,0.3624609574392643,0.3091286307053942,-0.004149377593360996,0.025742158127774174,0.7518296340458492,0.03941908713692946,age,adult
qwen,16.0,class,482,482,-0.06219147906225767,0.01648568883356104,6.514026482956685e-26,0.8091286307053942,-0.05358154955271149,0.017446992388608886,7.477161294680083e-20,-0.008609929509546189,0.009698482873367945,0.004395656843733008,0.37136929460580914,0.024896265560165973,0.02811414434807435,0.0832645166635504,0.06224066390041494,age,adult
qwen,18.0,class,482,482,-0.09302389534520239,0.018057233991835918,7.96207713636311e-33,0.8257261410788381,-0.07600968168812489,0.019769568790996686,1.72635697924858e-25,-0.017014213657077518,0.014169074244436215,0.0021947035885305703,0.4149377593360996,0.03734439834024896,0.031353724585106185,0.02013675155034634,0.08091286307053942,age,adult
qwen,20.0,class,482,482,-0.11103536515070497,0.021865587727529057,5.885391043559202e-28,0.7676348547717843,-0.08786998369658917,0.02495789011534408,3.759478209752228e-22,-0.023165381454115792,0.013934429066918698,0.00022394140890307114,0.4460580912863071,0.06846473029045644,0.037027084287023775,0.00034444652437729006,0.12240663900414937,age,adult
qwen,0.0,class,482,482,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,age,older_adult
qwen,2.0,class,482,482,-0.0025827920147945137,0.0028566722718205684,0.18626597291345248,0.4170124481327801,-0.003533843265803222,0.0031341901913721714,0.10423325088303938,0.0009510512510087081,0.0019960494087243904,0.22103765333580783,0.2157676348547718,-0.002074688796680498,0.007048073403614033,0.5637028616507731,0.002074688796680498,age,older_adult
qwen,4.0,class,482,482,-0.001482012660803024,0.00503745432195142,1.9746699975610914e-06,0.5705394190871369,-0.003378654810643075,0.0047548138857129935,5.093787696785045e-08,0.0018966421498400516,0.0022164488211551337,0.062134604469568096,0.21161825726141079,-0.01037344398340249,0.009054838038710388,0.025347318677468252,0.0,age,older_adult
qwen,6.0,class,482,482,-0.003782073568695627,0.005718365021041966,1.3945629757920338e-05,0.5746887966804979,-0.005182260046051769,0.005635264548222201,1.925629820950524e-06,0.0014001864773561434,0.003450745242746973,0.45409304966139685,0.23236514522821577,-0.004149377593360996,0.009964031443718485,0.4142161782425253,0.004149377593360996,age,older_adult
qwen,8.0,class,482,482,-0.0069095581152753115,0.008047203228603316,7.772130057367105e-08,0.6576763485477178,-0.009179638712875608,0.008545473371596222,9.292048301097087e-09,0.0022700805976002946,0.00361573526359928,0.4000749749532848,0.2572614107883817,-0.006224066390041493,0.010755460984674997,0.25683925795785656,0.004149377593360996,age,older_adult
qwen,10.0,class,482,482,-0.006930931443919516,0.008766218371114153,7.993766483555413e-11,0.7219917012448133,-0.009485644302327075,0.008716078577895619,1.891319182922671e-12,0.002554712858407561,0.005728755457087661,0.17325601646441802,0.24481327800829875,0.0,0.009970929354855303,1.0,0.006224066390041493,age,older_adult
qwen,12.0,class,482,482,-0.009294130885287867,0.009496709373959147,1.4236125166882722e-13,0.7676348547717843,-0.011206014939917448,0.008858593752443718,2.073082573446413e-14,0.0019118840546295832,0.007008595257314178,0.3751365055090756,0.2697095435684647,0.002074688796680498,0.012210436966064999,0.7388826803635273,0.01037344398340249,age,older_adult
qwen,14.0,class,482,482,-0.009806274241157318,0.009814080521245858,9.780917776620151e-15,0.7842323651452282,-0.01081007164611539,0.00936775046074008,2.1995945341755862e-15,0.0010037974049580674,0.009302019205484388,0.5212469859865958,0.2883817427385892,-0.002074688796680498,0.016782550873896778,0.8083651559145103,0.016597510373443983,age,older_adult
qwen,16.0,class,482,482,-0.0032714205783761414,0.012806563453364781,3.626560513270095e-11,0.7676348547717843,-0.008244303808914864,0.013704837124417706,1.2276884261132976e-14,0.004972883230538723,0.011845268297686663,0.33472878735179157,0.2883817427385892,-0.012448132780082987,0.021510921969349995,0.25683925795785656,0.022821576763485476,age,older_adult
qwen,18.0,class,482,482,0.012085645235710034,0.01752924867397733,1.7571279814114013e-08,0.7593360995850622,0.002853948578017328,0.017186710521001073,3.2097452689715738e-12,0.009231696657692703,0.0100712084086872,0.029062952870222446,0.25933609958506226,-0.024896265560165973,0.02218438225026371,0.02845973691631055,0.01867219917012448,age,older_adult
qwen,20.0,class,482,482,0.02986020468731973,0.020196821318040112,0.010397568472132176,0.7012448132780082,0.016871878928608534,0.01920368604433725,0.004257256977526235,0.012988325758711195,0.012137260974925138,0.3057697334884215,0.3278008298755187,-0.03112033195020747,0.025268387264840896,0.016309171877754974,0.024896265560165973,age,older_adult
qwen,0.0,class,486,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,education,some schooling
qwen,2.0,class,486,486,-0.0027524944606715836,0.003601261364451843,0.10727777085153246,0.448559670781893,-0.002781328951604099,0.0036044330210015943,0.10558916564471153,2.883449093251342e-05,0.001993289291353459,0.26647398806180944,0.2551440329218107,0.0,0.005709289499902386,1.0,0.00205761316872428,education,some schooling
qwen,4.0,class,486,486,-0.0032626955931276966,0.0063598822637543975,0.0002177924679766826,0.5617283950617284,-0.002431679307053063,0.006588625546869677,3.972745967514537e-05,-0.0008310162860746331,0.0032480532606020346,0.222487513085454,0.25102880658436216,0.00205761316872428,0.013388218376606151,0.763024600552995,0.012345679012345678,education,some schooling
qwen,6.0,class,486,486,-0.0028518196888253212,0.010899433585206293,4.356359924725256e-07,0.6604938271604939,-0.0032384995536199274,0.010649488070111603,1.1007078121823777e-07,0.0003866798647946058,0.003725138473107299,0.043049408451238974,0.257201646090535,0.00411522633744856,0.0139800493453939,0.5637028616507731,0.01440329218106996,education,some schooling
qwen,8.0,class,486,486,-0.008359166948592456,0.013718925272970958,6.204055172164783e-11,0.7325102880658436,-0.004346666090495538,0.013667095365708875,1.381518977531027e-10,-0.00401250085809692,0.005208916958555232,0.6307472607436437,0.28600823045267487,0.00411522633744856,0.01805064337009712,0.6547208460185769,0.02263374485596708,education,some schooling
qwen,10.0,class,486,486,-0.013472987334874318,0.01642360257018007,3.418357388025784e-11,0.7530864197530864,-0.009524228906422681,0.017380269318731136,1.6481575863112144e-12,-0.0039487584284516285,0.006450020375055834,0.522752312595275,0.32098765432098764,-0.0102880658436214,0.020957276656906235,0.3359238131517357,0.02263374485596708,education,some schooling
qwen,12.0,class,486,486,-0.02805743364545911,0.017482042316197783,1.885842887136636e-13,0.7592592592592593,-0.025622607908401557,0.017974499930898804,8.797193060681902e-15,-0.0024348257370575502,0.007686205399860764,0.22608800612350244,0.29835390946502055,-0.0102880658436214,0.023173161300418074,0.384088249473852,0.02880658436213992,education,some schooling
qwen,14.0,class,486,486,-0.06084048245914482,0.02242235904549521,5.887773244296905e-17,0.7695473251028807,-0.05163044228232789,0.020558150671533732,1.79901992849222e-16,-0.00921004017681695,0.009834042713160228,0.639514825846832,0.3497942386831276,0.01440329218106996,0.0270511826921156,0.2967175263220604,0.053497942386831275,education,some schooling
qwen,16.0,class,486,486,-0.11187632109349399,0.024978070606760043,8.385254058122059e-27,0.7942386831275721,-0.08451693238790005,0.022947107257239033,2.4908809448261613e-23,-0.027359388705593936,0.012514664432376657,0.00026241226348398724,0.448559670781893,0.043209876543209874,0.03076999650098429,0.006257629080442145,0.0823045267489712,education,some schooling
qwen,18.0,class,486,486,-0.1671672813679177,0.028732134532397216,3.0086650549338642e-33,0.8127572016460906,-0.12985568562974792,0.026796626420908565,7.766207117710866e-26,-0.03731159573816977,0.015131652143825867,4.976347012121109e-08,0.5246913580246914,0.07407407407407407,0.04103810392802777,0.00047117643492216406,0.14609053497942387,education,some schooling
qwen,20.0,class,486,486,-0.20122246713527953,0.03271997114219847,1.423200923228301e-35,0.7839506172839507,-0.15805415452993538,0.03019856005608702,1.4585378641638323e-26,-0.04316831260534416,0.017289935424239247,2.3315890328160022e-08,0.5493827160493827,0.08539094650205761,0.05101854379685659,0.0013167216461645317,0.21193415637860083,education,some schooling
qwen,0.0,class,486,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,education,high school
qwen,2.0,class,486,486,0.0034792794005919355,0.0033954045697775306,0.0023270599737637942,0.5473251028806584,0.0042143338282725476,0.003396016793292926,0.010056920037411037,-0.0007350544276806109,0.0010911323892178037,0.0044768990928104515,0.27983539094650206,0.006172839506172839,0.012098765432098766,0.31731050786291415,0.012345679012345678,education,high school
qwen,4.0,class,486,486,0.008321551883638159,0.005064665365713995,0.0002530967474273145,0.6255144032921811,0.007002200814149838,0.004779482805248786,7.833375630601319e-05,0.0013193510694883197,0.0015821907655099502,0.7245681790868026,0.2839506172839506,-0.00823045267489712,0.011395059759592334,0.15729920705028502,0.00411522633744856,education,high school
qwen,6.0,class,486,486,0.009675518887231529,0.008032901807631188,0.0001547453079054961,0.6481481481481481,0.009512671685368412,0.007948941921550618,0.0001299329253774024,0.00016284720186311607,0.001214177325407679,0.967051759206913,0.294238683127572,-0.00411522633744856,0.011412703733658257,0.47950012218695337,0.006172839506172839,education,high school
qwen,8.0,class,486,486,0.006673020557900895,0.010630207215694094,8.559131645918953e-09,0.7283950617283951,0.006554748291888904,0.010265711571672788,1.1837291439881892e-09,0.00011827226601199132,0.0021235432084974167,0.33298236233859213,0.3374485596707819,-0.00205761316872428,0.013388218376606151,0.763024600552995,0.0102880658436214,education,high school
qwen,10.0,class,486,486,0.0048653128917129805,0.012977519291555134,1.0286735532555045e-11,0.7592592592592593,0.004771219729828705,0.012813594723188139,1.0240291372396146e-11,9.409316188427913e-05,0.0024513028348880726,0.6948238833186312,0.32098765432098764,0.006172839506172839,0.016636227678044402,0.46685427082272546,0.0205761316872428,education,high school
qwen,12.0,class,486,486,-0.007160745440528827,0.014860751218149669,1.6375534743833886e-16,0.7921810699588477,-0.009040615783158311,0.014619101844317289,6.698074976116945e-17,0.001879870342629484,0.0035229999415677454,0.813414787693961,0.3271604938271605,0.006172839506172839,0.020970074018090847,0.5637028616507731,0.030864197530864196,education,high school
