attribute,group_a,group_b,channel,magnitude,regime,quartile,n_questions,n_predictions,mean_human_gap,strict_accuracy,strict_accuracy_ci95_low,strict_accuracy_ci95_high,tie_aware_accuracy,fractional_accuracy,chance_accuracy,lift_over_chance,lift_ci95_low,lift_ci95_high,bootstrap_p_lift_le_zero
education,High school graduate,College graduate/some postgrad,steered,4.0,Steered N=4,Q1,121,242,0.048746712886811996,0.24793388429752067,0.19834710743801653,0.2975206611570248,0.24793388429752067,0.24793388429752067,0.3333333333333333,-0.08539944903581265,-0.13498622589531678,-0.03581267217630851,0.9995002498750625
education,High school graduate,College graduate/some postgrad,steered,4.0,Steered N=4,Q2,122,244,0.10797407847401763,0.3155737704918033,0.26229508196721313,0.3729508196721312,0.3155737704918033,0.3155737704918033,0.3333333333333333,-0.01775956284153002,-0.07103825136612019,0.03961748633879786,0.7536231884057971
education,High school graduate,College graduate/some postgrad,steered,4.0,Steered N=4,Q3,121,242,0.18585507629900233,0.2809917355371901,0.22727272727272727,0.3347107438016529,0.2809917355371901,0.2809917355371901,0.3333333333333333,-0.052341597796143224,-0.10606060606060605,0.0013774104683195731,0.974512743628186
education,High school graduate,College graduate/some postgrad,steered,4.0,Steered N=4,Q4,122,244,0.3372618701487849,0.3442622950819672,0.29098360655737704,0.3975409836065574,0.3442622950819672,0.3442622950819672,0.3333333333333333,0.010928961748633892,-0.042349726775956276,0.06420765027322406,0.36031984007996004
education,High school graduate,College graduate/some postgrad,steered,6.0,Steered N=6,All,486,972,0.17017613626227454,0.2808641975308642,0.25411522633744854,0.30864197530864196,0.2808641975308642,0.2808641975308642,0.3333333333333333,-0.05246913580246909,-0.07921810699588477,-0.024691358024691357,1.0
education,High school graduate,College graduate/some postgrad,steered,6.0,Steered N=6,Q1,121,242,0.048746712886811996,0.22727272727272727,0.17768595041322313,0.2768595041322314,0.22727272727272727,0.22727272727272727,0.3333333333333333,-0.10606060606060605,-0.15564738292011018,-0.05647382920110189,1.0
education,High school graduate,College graduate/some postgrad,steered,6.0,Steered N=6,Q2,122,244,0.10797407847401763,0.2786885245901639,0.22540983606557377,0.3360655737704918,0.2786885245901639,0.2786885245901639,0.3333333333333333,-0.054644808743169404,-0.10792349726775954,0.002732240437158473,0.9685157421289355
education,High school graduate,College graduate/some postgrad,steered,6.0,Steered N=6,Q3,121,242,0.18585507629900233,0.2727272727272727,0.21487603305785125,0.3305785123966942,0.2727272727272727,0.2727272727272727,0.3333333333333333,-0.06060606060606061,-0.11845730027548207,-0.0027548209366390908,0.9810094952523738
education,High school graduate,College graduate/some postgrad,steered,6.0,Steered N=6,Q4,122,244,0.3372618701487849,0.3442622950819672,0.29098360655737704,0.4016393442622951,0.3442622950819672,0.3442622950819672,0.3333333333333333,0.010928961748633892,-0.042349726775956276,0.06830601092896177,0.35732133933033483
education,High school graduate,College graduate/some postgrad,steered,8.0,Steered N=8,All,486,972,0.17017613626227454,0.2736625514403292,0.2448559670781893,0.30249485596707804,0.2736625514403292,0.2736625514403292,0.3333333333333333,-0.05967078189300412,-0.08847736625514402,-0.030838477366255255,0.9995002498750625
education,High school graduate,College graduate/some postgrad,steered,8.0,Steered N=8,Q1,121,242,0.048746712886811996,0.23553719008264462,0.1859504132231405,0.28512396694214875,0.23553719008264462,0.23553719008264462,0.3333333333333333,-0.0977961432506887,-0.14738292011019283,-0.04820936639118456,1.0
education,High school graduate,College graduate/some postgrad,steered,8.0,Steered N=8,Q2,122,244,0.10797407847401763,0.2827868852459016,0.22950819672131148,0.3401639344262295,0.2827868852459016,0.2827868852459016,0.3333333333333333,-0.050546448087431695,-0.10382513661202183,0.0068306010928961824,0.9545227386306847
education,High school graduate,College graduate/some postgrad,steered,8.0,Steered N=8,Q3,121,242,0.18585507629900233,0.2768595041322314,0.2190082644628099,0.33884297520661155,0.2768595041322314,0.2768595041322314,0.3333333333333333,-0.05647382920110189,-0.1143250688705234,0.005509641873278237,0.9635182408795602
education,High school graduate,College graduate/some postgrad,steered,8.0,Steered N=8,Q4,122,244,0.3372618701487849,0.29918032786885246,0.24180327868852458,0.35655737704918034,0.29918032786885246,0.29918032786885246,0.3333333333333333,-0.03415300546448086,-0.09153005464480873,0.02322404371584702,0.895552223888056
education,High school graduate,College graduate/some postgrad,steered,10.0,Steered N=10,All,486,972,0.17017613626227454,0.2654320987654321,0.23868312757201646,0.2952674897119342,0.2654320987654321,0.2654320987654321,0.3333333333333333,-0.0679012345679012,-0.09465020576131686,-0.03806584362139914,1.0
education,High school graduate,College graduate/some postgrad,steered,10.0,Steered N=10,Q1,121,242,0.048746712886811996,0.2231404958677686,0.16942148760330578,0.2728305785123961,0.2231404958677686,0.2231404958677686,0.3333333333333333,-0.11019283746556471,-0.16391184573002754,-0.060502754820937206,1.0
