qkey,attribute,group_a,group_b,human_gap,quartile,channel,magnitude,regime,target_human_group,expected_model_class,competitor_model_class,distance_own_profile,distance_competitor_profile,difference
COMMIMPC_W32,socioeco,"Less than $30,000","$100,000 or more",0.0986442676354575,Q2,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.88590892956018,1.156175718758972,-0.2702667891987921
COMMIMPF_W32,socioeco,"Less than $30,000","$100,000 or more",0.21057993999999997,Q3,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.8617632375953241,0.8723805240024949,-0.010617286407170745
COMMIMPG_W32,socioeco,"Less than $30,000","$100,000 or more",0.08654338073068257,Q2,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.9322778821080786,0.9420874560339424,-0.00980957392586379
COMMIMPH_W32,socioeco,"Less than $30,000","$100,000 or more",0.22760973912283822,Q3,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.8256913159907588,0.8258117440014484,-0.0001204280106895661
COMMYRS_W32,socioeco,"Less than $30,000","$100,000 or more",0.21699426688606432,Q3,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.816601166124351,0.8369262799607395,-0.020325113836388575
ETHNCMAJ_W32,socioeco,"Less than $30,000","$100,000 or more",0.038640262149933116,Q1,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.21498962014972633,0.2149892151501134,4.0499961292961295e-07
GAYMARR2_W32,socioeco,"Less than $30,000","$100,000 or more",0.3238905899999999,Q4,inferred,,Inferred from occupation,"Less than $30,000",low,high,1.197276589740628,1.3002528580000003,-0.10297626825937245
HARASS2F1_W32,socioeco,"Less than $30,000","$100,000 or more",0.0815416,Q2,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.49494338500000334,0.49494441600000005,-1.0309999967095251e-06
IMMIMPACT_W32,socioeco,"Less than $30,000","$100,000 or more",0.05774296790852182,Q1,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.054049970014535736,0.3114803031834736,-0.2574303331689378
MOVERURAL_W32,socioeco,"Less than $30,000","$100,000 or more",0.1465538524443859,Q2,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.7904477911810512,0.6568651971004331,0.13358259408061812
MOVESUBURB_W32,socioeco,"Less than $30,000","$100,000 or more",0.06641782000000002,Q1,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.14074446102262228,0.5393962560278684,-0.39865179500524617
MOVEURBAN_W32,socioeco,"Less than $30,000","$100,000 or more",0.2931767104819855,Q4,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.5438823930477025,0.5216694327703139,0.022212960277388616
NEIGHINTERA_W32,socioeco,"Less than $30,000","$100,000 or more",0.26752165294381636,Q3,inferred,,Inferred from occupation,"Less than $30,000",low,high,1.6017522114889011,1.4696092328910748,0.1321429785978263
