qkey,attribute,channel,magnitude,regime,model_class,own_human_group,distance_own,mean_distance_others,specificity_margin
GAP21Q19_b_W82,education,steered,12.0,Steered N=12,some schooling,Less than high school,0.9262885105127513,1.1001216655127513,-0.17383315499999996
GAP21Q19_b_W82,education,steered,14.0,Steered N=14,some schooling,Less than high school,0.9217222658293366,1.0955554208293368,-0.17383315500000018
GAP21Q19_b_W82,education,steered,16.0,Steered N=16,some schooling,Less than high school,0.9176603139674634,1.0914934689674634,-0.17383315499999996
GAP21Q19_b_W82,education,steered,18.0,Steered N=18,some schooling,Less than high school,0.9152577220077575,1.0890908770077576,-0.17383315500000018
GAP21Q19_b_W82,education,steered,20.0,Steered N=20,some schooling,Less than high school,0.909789853812691,1.083623008812691,-0.17383315500000007
GAP21Q19_b_W82,education,declared,,Declared,high school,High school graduate,0.638428,0.5982171749999999,0.04021082500000006
GAP21Q19_b_W82,education,steered,0.0,Neutral (N=0),high school,High school graduate,0.63843613,0.5982253049999999,0.04021082500000006
GAP21Q19_b_W82,education,steered,2.0,Steered N=2,high school,High school graduate,0.25258970009311055,0.22438185509311054,0.02820784500000001
GAP21Q19_b_W82,education,steered,4.0,Steered N=4,high school,High school graduate,0.1678626091713512,0.13965476417135123,0.02820784499999998
GAP21Q19_b_W82,education,steered,6.0,Steered N=6,high school,High school graduate,0.1350612830600276,0.11919712986313552,0.015864153196892078
GAP21Q19_b_W82,education,steered,8.0,Steered N=8,high school,High school graduate,0.12094883740442683,0.11367050984384613,0.007278327560580694
GAP21Q19_b_W82,education,steered,10.0,Steered N=10,high school,High school graduate,0.11211492277225124,0.1108524502125151,0.001262472559736147
GAP21Q19_b_W82,education,steered,12.0,Steered N=12,high school,High school graduate,0.10805676429317099,0.1104960068219737,-0.002439242528802718
GAP21Q19_b_W82,education,steered,14.0,Steered N=14,high school,High school graduate,0.1040841758657326,0.1107333531685325,-0.006649177302799902
GAP21Q19_b_W82,education,steered,16.0,Steered N=16,high school,High school graduate,0.09440842094233473,0.11039620181853246,-0.015987780876197732
GAP21Q19_b_W82,education,steered,18.0,Steered N=18,high school,High school graduate,0.09350026628908889,0.11085867316351972,-0.017358406874430826
GAP21Q19_b_W82,education,steered,20.0,Steered N=20,high school,High school graduate,0.09118162319091737,0.11052302408847287,-0.019341400897555497
GAP21Q19_b_W82,education,declared,,Declared,college and more,College graduate/some postgrad,0.6102260700024144,0.6120179000024144,-0.0017918300000000498
GAP21Q19_b_W82,education,steered,0.0,Neutral (N=0),college and more,College graduate/some postgrad,0.61043436,0.6122261899999999,-0.0017918299999999387
GAP21Q19_b_W82,education,steered,2.0,Steered N=2,college and more,College graduate/some postgrad,1.10627356,0.96064825,0.14562531
GAP21Q19_b_W82,education,steered,4.0,Steered N=4,college and more,College graduate/some postgrad,1.0627408773373506,0.9171155673373506,0.14562531
GAP21Q19_b_W82,education,steered,6.0,Steered N=6,college and more,College graduate/some postgrad,1.0521671161580657,0.9065418061580656,0.14562531000000012
GAP21Q19_b_W82,education,steered,8.0,Steered N=8,college and more,College graduate/some postgrad,1.0525448993522633,0.9069195893522632,0.14562531
GAP21Q19_b_W82,education,steered,10.0,Steered N=10,college and more,College graduate/some postgrad,1.0499663816288174,0.9043410716288174,0.14562531
GAP21Q19_b_W82,education,steered,12.0,Steered N=12,college and more,College graduate/some postgrad,1.0555268682043681,0.9099015582043681,0.14562531
GAP21Q19_b_W82,education,steered,14.0,Steered N=14,college and more,College graduate/some postgrad,1.0505431260768663,0.9049178160768663,0.14562531
GAP21Q19_b_W82,education,steered,16.0,Steered N=16,college and more,College graduate/some postgrad,1.0541800482447723,0.9085547382447724,0.1456253099999999
GAP21Q19_b_W82,education,steered,18.0,Steered N=18,college and more,College graduate/some postgrad,1.051691635546283,0.9060663255462832,0.1456253099999999
GAP21Q19_b_W82,education,steered,20.0,Steered N=20,college and more,College graduate/some postgrad,1.0536006589837945,0.9079753489837945,0.14562531
GAP21Q19_b_W82,socioeco,declared,,Declared,low,"Less than $30,000",0.6272318437265827,0.60799271,0.019239133726582702
GAP21Q19_b_W82,socioeco,steered,0.0,Neutral (N=0),low,"Less than $30,000",0.6273085837265827,0.60806945,0.019239133726582702
GAP21Q19_b_W82,socioeco,steered,2.0,Steered N=2,low,"Less than $30,000",0.8706455741105016,0.9952335964084787,-0.12458802229797716
GAP21Q19_b_W82,socioeco,steered,4.0,Steered N=4,low,"Less than $30,000",0.8553649426793336,0.9799529649773108,-0.12458802229797716
GAP21Q19_b_W82,socioeco,steered,6.0,Steered N=6,low,"Less than $30,000",0.8518928928182153,0.9764809151161925,-0.12458802229797716
GAP21Q19_b_W82,socioeco,steered,8.0,Steered N=8,low,"Less than $30,000",0.8406066899182026,0.9651947122161797,-0.12458802229797705
