attribute,group_a,group_b,channel,magnitude,regime,quartile,n_questions,n_predictions,mean_human_gap,strict_accuracy,strict_accuracy_ci95_low,strict_accuracy_ci95_high,tie_aware_accuracy,fractional_accuracy,chance_accuracy,lift_over_chance,lift_ci95_low,lift_ci95_high,bootstrap_p_lift_le_zero
education,Less than high school,High school graduate,steered,12.0,Steered N=12,Q3,121,242,0.1744355733262929,0.384297520661157,0.32644628099173556,0.44214876033057854,0.384297520661157,0.384297520661157,0.3333333333333333,0.05096418732782371,-0.006887052341597755,0.10881542699724522,0.04247876061969016
education,Less than high school,High school graduate,steered,12.0,Steered N=12,Q4,122,244,0.3434245913780245,0.42213114754098363,0.36065573770491804,0.48360655737704916,0.42213114754098363,0.42213114754098363,0.3333333333333333,0.08879781420765032,0.02732240437158473,0.15027322404371585,0.004997501249375313
education,Less than high school,College graduate/some postgrad,steered,12.0,Steered N=12,All,486,972,0.25089930296449475,0.3446502057613169,0.31893004115226337,0.36934156378600824,0.345679012345679,0.34516460905349794,0.3333333333333333,0.011831275720164625,-0.013888888888888895,0.03600823045267493,0.17091454272863568
education,Less than high school,College graduate/some postgrad,steered,12.0,Steered N=12,Q1,121,242,0.06905410319135591,0.2975206611570248,0.24380165289256198,0.3512396694214876,0.30165289256198347,0.29958677685950413,0.3333333333333333,-0.03374655647382918,-0.08539944903581265,0.019972451790633616,0.896551724137931
education,Less than high school,College graduate/some postgrad,steered,12.0,Steered N=12,Q2,122,244,0.15552976945782074,0.3442622950819672,0.29508196721311475,0.3975409836065574,0.3442622950819672,0.3442622950819672,0.3333333333333333,0.010928961748633892,-0.038251366120218566,0.06420765027322406,0.3633183408295852
education,Less than high school,College graduate/some postgrad,steered,12.0,Steered N=12,Q3,121,242,0.26784469192948973,0.34297520661157027,0.2975206611570248,0.3925619834710744,0.34297520661157027,0.34297520661157027,0.3333333333333333,0.009641873278236957,-0.03581267217630851,0.05922865013774109,0.32533733133433285
education,Less than high school,College graduate/some postgrad,steered,12.0,Steered N=12,Q4,122,244,0.5098170094858034,0.39344262295081966,0.3442622950819672,0.4426229508196721,0.39344262295081966,0.39344262295081966,0.3333333333333333,0.06010928961748635,0.010928961748633892,0.10928961748633881,0.008995502248875561
education,Less than high school,High school graduate,steered,14.0,Steered N=14,All,486,972,0.1685863093397156,0.3837448559670782,0.3549382716049383,0.41358024691358025,0.3837448559670782,0.3837448559670782,0.3333333333333333,0.050411522633744876,0.02160493827160498,0.08024691358024694,0.0004997501249375312
education,Less than high school,High school graduate,steered,14.0,Steered N=14,Q1,121,242,0.05022713243882999,0.384297520661157,0.3181818181818182,0.4462809917355372,0.384297520661157,0.384297520661157,0.3333333333333333,0.05096418732782371,-0.015151515151515138,0.11294765840220389,0.0559720139930035
education,Less than high school,High school graduate,steered,14.0,Steered N=14,Q2,122,244,0.10533572781477823,0.3442622950819672,0.29098360655737704,0.4016393442622951,0.3442622950819672,0.3442622950819672,0.3333333333333333,0.010928961748633892,-0.042349726775956276,0.06830601092896177,0.3543228385807096
