attribute,class_label,magnitude,mean_entropy_nats,mean_normalized_entropy,mean_effective_options,mean_top_mass,mean_nonordinal_mass,mean_top_is_nonordinal,mean_top_mass_ge_0_9,mean_near_uniform,mean_low_entropy,n_questions
gender,male,10.0,0.15356400529332567,0.1123652899890284,1.2111626208013302,0.937611296471362,0.00017787538420593936,0.0,0.819838056680162,0.0,0.7206477732793523,494
gender,male,12.0,0.1684621195964481,0.1234291963493124,1.2335307802381967,0.931883019231875,0.00015122798199586874,0.0,0.8137651821862348,0.0,0.694331983805668,494
gender,male,14.0,0.19267580788353053,0.14158133434887407,1.2684167586394657,0.922917008095224,0.00019192274148618565,0.0,0.7975708502024291,0.0,0.6234817813765182,494
gender,male,16.0,0.2211854220425586,0.16343355538543028,1.306875127404421,0.9135766850612669,0.00043171915465117897,0.0,0.7368421052631579,0.0,0.5688259109311741,494
gender,male,18.0,0.2537731650882404,0.1888714205851456,1.351715940394568,0.8992675209314345,0.0011771299596875263,0.0,0.6821862348178138,0.008097165991902834,0.5161943319838057,494
gender,male,20.0,0.30328253704918556,0.22721319734981704,1.4265893265668028,0.8743604701129353,0.0021728026927360744,0.0020242914979757085,0.6275303643724697,0.006072874493927126,0.4534412955465587,494
socioeco,high,0.0,0.12512517339883292,0.09391702927633866,1.1667563447402107,0.949078595855762,0.0007711739198383008,0.0,0.8299595141700404,0.0,0.757085020242915,494
socioeco,high,2.0,0.12386939376262193,0.09230761284842956,1.1673458837099446,0.9482357015095245,0.0006574080345306124,0.0,0.8340080971659919,0.0,0.7631578947368421,494
socioeco,high,4.0,0.12123069728669847,0.09006543819777608,1.1651120569572633,0.9498014563770034,0.0007758205262928433,0.0,0.854251012145749,0.0,0.771255060728745,494
socioeco,high,6.0,0.12053170785250161,0.08938569125296832,1.165543210826224,0.950751204738825,0.0009092455494932522,0.0,0.8522267206477733,0.0,0.7692307692307693,494
socioeco,high,8.0,0.12116703083306482,0.090033638838714,1.1668162621856928,0.9492734955709944,0.0010490763884486733,0.0,0.854251012145749,0.0,0.7732793522267206,494
socioeco,high,10.0,0.12159324636415869,0.09069515000314184,1.1651149651658863,0.9501506736382521,0.001071903154330363,0.0,0.840080971659919,0.0,0.7651821862348178,494
socioeco,high,12.0,0.12535240972233386,0.09384487684206963,1.1694925898586186,0.9489646708699424,0.0012140918470948706,0.0020242914979757085,0.840080971659919,0.0,0.7611336032388664,494
socioeco,high,14.0,0.13440197444922788,0.10085148876650082,1.1824014724861571,0.9440774151372902,0.001260224349349916,0.0020242914979757085,0.8279352226720648,0.0,0.7530364372469636,494
socioeco,high,16.0,0.1473754676197984,0.11065944051442375,1.201232186340607,0.9375982716722898,0.0012926148256128846,0.0020242914979757085,0.819838056680162,0.0,0.7307692307692307,494
socioeco,high,18.0,0.16461721986163627,0.12311355496992403,1.2241967038040389,0.9333880749008917,0.0013136626475359161,0.0020242914979757085,0.8016194331983806,0.0,0.6740890688259109,494
socioeco,high,20.0,0.19261561671133853,0.14344587264948938,1.2661963298787686,0.9220573136429482,0.001403921400154898,0.0020242914979757085,0.7672064777327935,0.004048582995951417,0.6255060728744939,494
socioeco,low,0.0,0.12512517339883292,0.09391702927633866,1.1667563447402107,0.949078595855762,0.0007711739198383008,0.0,0.8299595141700404,0.0,0.757085020242915,494
socioeco,low,2.0,0.12483006690722331,0.09344534563764564,1.1661323628033602,0.948694799586743,0.0007680554801974797,0.0,0.840080971659919,0.0,0.7550607287449392,494
socioeco,low,4.0,0.12431131621362945,0.09305711996144347,1.1660392989307364,0.9498896696545042,0.0008887711297786826,0.0,0.8481781376518218,0.0,0.7550607287449392,494
socioeco,low,6.0,0.12787073993342585,0.09572727030564178,1.1738483435825928,0.9482076928916594,0.0010144737955843288,0.0,0.840080971659919,0.0,0.7591093117408907,494
socioeco,low,8.0,0.13139736378264777,0.09814599052484639,1.1790751884386954,0.946972389107634,0.0010139960019749535,0.0,0.8319838056680162,0.0,0.7550607287449392,494
socioeco,low,10.0,0.13575791574968318,0.10160347001154553,1.1858008562062343,0.9444858654549855,0.0010142556477853513,0.0,0.8279352226720648,0.0,0.7388663967611336,494
socioeco,low,12.0,0.14219856448826376,0.10634905674504512,1.1954355608487168,0.9420556654995386,0.0011406780389289887,0.0020242914979757085,0.8279352226720648,0.0,0.7186234817813765,494
socioeco,low,14.0,0.15419133802283835,0.11515956085919296,1.2132505395027056,0.9379183077368204,0.0012649191701328139,0.0020242914979757085,0.805668016194332,0.0,0.7125506072874493,494
socioeco,low,16.0,0.16640355773028676,0.12418389022700821,1.230937727893655,0.9337167356413505,0.001388124715683675,0.0020242914979757085,0.7894736842105263,0.0,0.694331983805668,494
socioeco,low,18.0,0.18233107510701818,0.13561999653275345,1.254688511784742,0.9266203155502818,0.0016160866731598717,0.0020242914979757085,0.7753036437246964,0.0,0.659919028340081,494
socioeco,low,20.0,0.2016329723475064,0.14957500657119058,1.2844597098498791,0.9160386753660432,0.0018925879930181606,0.0020242914979757085,0.7550607287449392,0.0,0.6336032388663968,494
socioeco,mid,0.0,0.12512517339883292,0.09391702927633866,1.1667563447402107,0.949078595855762,0.0007711739198383008,0.0,0.8299595141700404,0.0,0.757085020242915,494
socioeco,mid,2.0,0.12985383916215032,0.09723870938132555,1.1747154566207678,0.9468845772316541,0.0005549135504272037,0.0,0.8340080971659919,0.0,0.7510121457489879,494
socioeco,mid,4.0,0.13214126963173295,0.0993499396891672,1.176089685741381,0.9458476694370612,0.00047055081644353016,0.0,0.8340080971659919,0.0,0.7530364372469636,494
socioeco,mid,6.0,0.13338488582114427,0.10101604794083671,1.1753686289235141,0.9453667737665316,0.0004030714345930831,0.0,0.8279352226720648,0.0,0.7388663967611336,494
socioeco,mid,8.0,0.13793819847101238,0.10452967556562935,1.1811486039713257,0.9434299050193923,0.0004245305321120819,0.0,0.8299595141700404,0.0,0.7206477732793523,494
socioeco,mid,10.0,0.145350103730142,0.1100999471648235,1.191810874163431,0.9411868283082692,0.0004266800137781231,0.0,0.819838056680162,0.0,0.7024291497975709,494
socioeco,mid,12.0,0.15586918363401525,0.11839007001059189,1.2083718460527328,0.9377798655279301,0.0003030242250727294,0.0,0.8117408906882592,0.004048582995951417,0.694331983805668,494
socioeco,mid,14.0,0.1710531024554898,0.13012547636255123,1.2293389538680908,0.9293542851735039,0.0002493217700735177,0.0,0.791497975708502,0.004048582995951417,0.6639676113360324,494
socioeco,mid,16.0,0.19639713024633335,0.1490091945353277,1.2627190837995057,0.9204881217044276,0.00013806253249199182,0.0,0.7348178137651822,0.004048582995951417,0.6234817813765182,494
socioeco,mid,18.0,0.2388403490758366,0.18067670691178042,1.3228555217287892,0.9021703405561937,8.533882741934635e-05,0.0,0.6842105263157895,0.004048582995951417,0.5303643724696356,494
socioeco,mid,20.0,0.28857104044723053,0.21883435611340607,1.3937173429861727,0.8795644845029822,4.783333862613231e-05,0.0,0.6356275303643725,0.004048582995951417,0.4271255060728745,494
