qkey,attribute,channel,magnitude,class_a_idx,class_a,class_b_idx,class_b,wasserstein,total_variation
GROWUPGUN2A_W26,socioeco,steered,13.0,1,mid,2,high,0.058951945701319786,0.05895194570131973
GROWUPGUN2B_W26,gender,declared,,0,male,1,female,0.08921530032101155,0.08921530032101153
GROWUPGUN2B_W26,gender,steered,0.0,0,male,1,female,0.0,0.0
GROWUPGUN2B_W26,gender,steered,1.0,0,male,1,female,0.009125954895519373,0.009125954895519414
GROWUPGUN2B_W26,gender,steered,3.0,0,male,1,female,0.04828058269563762,0.04828058269563762
GROWUPGUN2B_W26,gender,steered,5.0,0,male,1,female,0.10895735326872069,0.10895735326872066
GROWUPGUN2B_W26,gender,steered,7.0,0,male,1,female,0.08815452354187592,0.08815452354187579
GROWUPGUN2B_W26,gender,steered,9.0,0,male,1,female,0.05967879999999992,0.059678799999999976
GROWUPGUN2B_W26,gender,steered,13.0,0,male,1,female,0.30475518914265565,0.30475518914265565
GROWUPGUN2B_W26,age,declared,,0,child,1,adolescent,0.017396532872722248,0.01739653287272222
GROWUPGUN2B_W26,age,declared,,0,child,2,adult,0.04906919912124974,0.04906919912124977
GROWUPGUN2B_W26,age,declared,,0,child,3,older_adult,0.2106238817739431,0.21062388177394312
GROWUPGUN2B_W26,age,declared,,1,adolescent,2,adult,0.06646573199397199,0.06646573199397199
GROWUPGUN2B_W26,age,declared,,1,adolescent,3,older_adult,0.19322734890122084,0.1932273489012209
GROWUPGUN2B_W26,age,declared,,2,adult,3,older_adult,0.25969308089519283,0.2596930808951929
GROWUPGUN2B_W26,age,steered,0.0,0,child,1,adolescent,0.0,0.0
GROWUPGUN2B_W26,age,steered,0.0,0,child,2,adult,0.0,0.0
GROWUPGUN2B_W26,age,steered,0.0,0,child,3,older_adult,0.0,0.0
GROWUPGUN2B_W26,age,steered,0.0,1,adolescent,2,adult,0.0,0.0
GROWUPGUN2B_W26,age,steered,0.0,1,adolescent,3,older_adult,0.0,0.0
GROWUPGUN2B_W26,age,steered,0.0,2,adult,3,older_adult,0.0,0.0
GROWUPGUN2B_W26,age,steered,1.0,0,child,1,adolescent,0.0069537198609257445,0.006953719860925661
GROWUPGUN2B_W26,age,steered,1.0,0,child,2,adult,0.0175969177844274,0.01759691778442747
GROWUPGUN2B_W26,age,steered,1.0,0,child,3,older_adult,0.02088327848830429,0.020883278488304253
GROWUPGUN2B_W26,age,steered,1.0,1,adolescent,2,adult,0.024550637645353146,0.024550637645353132
GROWUPGUN2B_W26,age,steered,1.0,1,adolescent,3,older_adult,0.013929558627378547,0.013929558627378592
GROWUPGUN2B_W26,age,steered,1.0,2,adult,3,older_adult,0.03848019627273169,0.03848019627273172
GROWUPGUN2B_W26,age,steered,3.0,0,child,1,adolescent,0.009913142936453068,0.00991314293645304
GROWUPGUN2B_W26,age,steered,3.0,0,child,2,adult,0.09211946800067883,0.09211946800067888
GROWUPGUN2B_W26,age,steered,3.0,0,child,3,older_adult,0.0594965675841963,0.059496567584196344
GROWUPGUN2B_W26,age,steered,3.0,1,adolescent,2,adult,0.08220632506422576,0.08220632506422584
GROWUPGUN2B_W26,age,steered,3.0,1,adolescent,3,older_adult,0.06940971052064937,0.06940971052064938
GROWUPGUN2B_W26,age,steered,3.0,2,adult,3,older_adult,0.15161603558487513,0.15161603558487521
GROWUPGUN2B_W26,age,steered,5.0,0,child,1,adolescent,0.09192758058350459,0.09192758058350466
GROWUPGUN2B_W26,age,steered,5.0,0,child,2,adult,0.2617788730055609,0.2617788730055609
GROWUPGUN2B_W26,age,steered,5.0,0,child,3,older_adult,0.08491227026272807,0.08491227026272796
GROWUPGUN2B_W26,age,steered,5.0,1,adolescent,2,adult,0.16985129242205632,0.16985129242205627
GROWUPGUN2B_W26,age,steered,5.0,1,adolescent,3,older_adult,0.17683985084623266,0.17683985084623263
GROWUPGUN2B_W26,age,steered,5.0,2,adult,3,older_adult,0.346691143268289,0.34669114326828887
GROWUPGUN2B_W26,age,steered,7.0,0,child,1,adolescent,0.06227217166670895,0.06227217166670891
GROWUPGUN2B_W26,age,steered,7.0,0,child,2,adult,0.39847654000000005,0.39847654
GROWUPGUN2B_W26,age,steered,7.0,0,child,3,older_adult,0.10009496286375441,0.10009496286375437
GROWUPGUN2B_W26,age,steered,7.0,1,adolescent,2,adult,0.3362043683332911,0.3362043683332911
GROWUPGUN2B_W26,age,steered,7.0,1,adolescent,3,older_adult,0.16236713453046336,0.16236713453046328
GROWUPGUN2B_W26,age,steered,7.0,2,adult,3,older_adult,0.49857150286375446,0.4985715028637544
GROWUPGUN2B_W26,age,steered,9.0,0,child,1,adolescent,0.04200813668291925,0.042008136682919195
GROWUPGUN2B_W26,age,steered,9.0,0,child,2,adult,0.2941467417431867,0.2941467417431868
GROWUPGUN2B_W26,age,steered,9.0,0,child,3,older_adult,0.19481456000000008,0.19481456000000003
GROWUPGUN2B_W26,age,steered,9.0,1,adolescent,2,adult,0.336154878426106,0.336154878426106
GROWUPGUN2B_W26,age,steered,9.0,1,adolescent,3,older_adult,0.15280642331708083,0.15280642331708083
GROWUPGUN2B_W26,age,steered,9.0,2,adult,3,older_adult,0.4889613017431868,0.48896130174318686
GROWUPGUN2B_W26,age,steered,13.0,0,child,1,adolescent,0.25555616999999997,0.25555616999999997
GROWUPGUN2B_W26,age,steered,13.0,0,child,2,adult,0.04362152122317209,0.043621521223172144
GROWUPGUN2B_W26,age,steered,13.0,0,child,3,older_adult,0.48486593229042296,0.4848659322904229
GROWUPGUN2B_W26,age,steered,13.0,1,adolescent,2,adult,0.21193464877682788,0.21193464877682786
GROWUPGUN2B_W26,age,steered,13.0,1,adolescent,3,older_adult,0.229309762290423,0.22930976229042294
GROWUPGUN2B_W26,age,steered,13.0,2,adult,3,older_adult,0.4412444110672509,0.44124441106725076
GROWUPGUN2B_W26,education,declared,,0,some schooling,1,high school,0.2760998805200069,0.2760998805200069
GROWUPGUN2B_W26,education,declared,,0,some schooling,2,college and more,0.23903893359844042,0.2390389335984404
GROWUPGUN2B_W26,education,declared,,1,high school,2,college and more,0.03706094692156647,0.0370609469215665
GROWUPGUN2B_W26,education,steered,0.0,0,some schooling,1,high school,0.0,0.0
GROWUPGUN2B_W26,education,steered,0.0,0,some schooling,2,college and more,0.0,0.0
