qkey,attribute,class_label,group,channel,magnitude,wasserstein,total_variation
FUD37B_W34,age,adult,30-49,declared,,0.6129803069883517,0.39631523936400326
FUD37B_W34,age,older_adult,65+,declared,,0.3964962184710987,0.29204543294657975
FUD37B_W34,education,some schooling,Less than high school,declared,,1.0702600118749617,0.48015214210432894
FUD37B_W34,education,high school,High school graduate,declared,,0.42101069060016244,0.38684698975432874
FUD37B_W34,education,college and more,College graduate/some postgrad,declared,,0.6013086649212365,0.4366341826524892
FUD37B_W34,socioeco,low,"Less than $30,000",declared,,0.6774328882632586,0.40743169019732317
FUD37B_W34,socioeco,mid,"$50,000-$75,000",declared,,0.49653993521922707,0.37555127121890924
FUD37B_W34,socioeco,high,"$100,000 or more",declared,,0.4964370337605531,0.3872296257978187
FUD37C_W34,gender,male,Male,declared,,0.8924943110750567,0.6787075632129242
FUD37C_W34,gender,female,Female,declared,,0.6647245851847173,0.5520946677768106
FUD37C_W34,age,adult,30-49,declared,,0.5436454646240656,0.3138716889197926
FUD37C_W34,age,older_adult,65+,declared,,0.35457479363794614,0.2726427253861758
FUD37C_W34,education,some schooling,Less than high school,declared,,1.01536358665915,0.48411913577680354
FUD37C_W34,education,high school,High school graduate,declared,,0.5160976475668121,0.4047736802566477
FUD37C_W34,education,college and more,College graduate/some postgrad,declared,,0.6403506269357093,0.4889618436198809
FUD37C_W34,socioeco,low,"Less than $30,000",declared,,0.39878691302133035,0.32471679362178096
FUD37C_W34,socioeco,mid,"$50,000-$75,000",declared,,0.5002796619845544,0.3351544296495226
FUD37C_W34,socioeco,high,"$100,000 or more",declared,,0.48846298177501923,0.45875027231339915
BETTERBIZ1F2D_W36,gender,male,Male,declared,,0.12350710997942124,0.24701421995884237
BETTERBIZ1F2D_W36,gender,female,Female,declared,,0.2493162268887846,0.33474714288187013
BETTERBIZ1F2D_W36,age,adult,30-49,declared,,0.06631295859432428,0.07820871838214212
BETTERBIZ1F2D_W36,age,older_adult,65+,declared,,0.18953344253439325,0.283694755781166
BETTERBIZ1F2D_W36,education,some schooling,Less than high school,declared,,0.042363244936328565,0.07992929078742372
BETTERBIZ1F2D_W36,education,high school,High school graduate,declared,,0.0823092712536338,0.1646185425072676
BETTERBIZ1F2D_W36,education,college and more,College graduate/some postgrad,declared,,0.1931261967219706,0.29609579114798035
BETTERBIZ1F2D_W36,socioeco,low,"Less than $30,000",declared,,0.16610245999999995,0.19311249000000003
BETTERBIZ1F2D_W36,socioeco,mid,"$50,000-$75,000",declared,,0.1103205499120588,0.11309720211433859
BETTERBIZ1F2D_W36,socioeco,high,"$100,000 or more",declared,,0.25312813017962865,0.4412475815861392
BETTERBIZ1F2E_W36,gender,male,Male,declared,,0.11405020323769896,0.11814493532611683
BETTERBIZ1F2E_W36,gender,female,Female,declared,,0.09629114565714209,0.10132650065840082
BETTERBIZ1F2E_W36,age,adult,30-49,declared,,0.0911238075383921,0.17723451283874753
BETTERBIZ1F2E_W36,age,older_adult,65+,declared,,0.0583787181111165,0.11675743622223311
BETTERBIZ1F2E_W36,education,some schooling,Less than high school,declared,,0.15580803088127224,0.31161606176254447
BETTERBIZ1F2E_W36,education,high school,High school graduate,declared,,0.16107284495971752,0.28799001690404613
BETTERBIZ1F2E_W36,education,college and more,College graduate/some postgrad,declared,,0.09678141281679539,0.11734917474604685
BETTERBIZ1F2E_W36,socioeco,low,"Less than $30,000",declared,,0.07309821305215686,0.10491994891611592
BETTERBIZ1F2E_W36,socioeco,mid,"$50,000-$75,000",declared,,0.1695360580528235,0.33907211610564714
BETTERBIZ1F2E_W36,socioeco,high,"$100,000 or more",declared,,0.09918810833031697,0.1983762166606339
BETTERBIZ1F2H_W36,gender,male,Male,declared,,0.13914999273833312,0.27829998547666623
BETTERBIZ1F2H_W36,gender,female,Female,declared,,0.09955838145936471,0.11932915212948633
BETTERBIZ1F2H_W36,age,adult,30-49,declared,,0.03784727367176892,0.07569454734353777
BETTERBIZ1F2H_W36,age,older_adult,65+,declared,,0.060936314129042185,0.12187262825808445
BETTERBIZ1F2H_W36,education,some schooling,Less than high school,declared,,0.17733674044083814,0.3546734808816763
BETTERBIZ1F2H_W36,education,high school,High school graduate,declared,,0.07395001526049899,0.123022462846575
BETTERBIZ1F2H_W36,education,college and more,College graduate/some postgrad,declared,,0.06358190730104551,0.11555122300973412
BETTERBIZ1F2H_W36,socioeco,low,"Less than $30,000",declared,,0.09256751135473082,0.11066338212813742
BETTERBIZ1F2H_W36,socioeco,mid,"$50,000-$75,000",declared,,0.04640584607059718,0.09281169214119439
BETTERBIZ1F2H_W36,socioeco,high,"$100,000 or more",declared,,0.16784710145567877,0.33569420291135765
BETTERBIZ2F2C_W36,gender,male,Male,declared,,0.036333193285103885,0.062434311802826326
BETTERBIZ2F2C_W36,gender,female,Female,declared,,0.1145759284894369,0.22915185697887383
BETTERBIZ2F2C_W36,age,adult,30-49,declared,,0.015403943196787673,0.030807886393575443
BETTERBIZ2F2C_W36,age,older_adult,65+,declared,,0.04313879345982331,0.07744910281822268
BETTERBIZ2F2C_W36,education,some schooling,Less than high school,declared,,0.09215037184624045,0.1843007436924809
BETTERBIZ2F2C_W36,education,high school,High school graduate,declared,,0.08004895919951041,0.16009791839902088
BETTERBIZ2F2C_W36,education,college and more,College graduate/some postgrad,declared,,0.0567586833876291,0.11351736677525812
BETTERBIZ2F2C_W36,socioeco,low,"Less than $30,000",declared,,0.1372990593068757,0.2745981186137514
BETTERBIZ2F2C_W36,socioeco,mid,"$50,000-$75,000",declared,,0.02729322864336782,0.05458645728673563
BETTERBIZ2F2C_W36,socioeco,high,"$100,000 or more",declared,,0.0488866191064062,0.09777323821281253
BETTERBIZ2F2E_W36,gender,male,Male,declared,,0.04206770678895828,0.06804231343879552
BETTERBIZ2F2E_W36,gender,female,Female,declared,,0.0968849043579562,0.19360748215293455
BETTERBIZ2F2E_W36,age,adult,30-49,declared,,0.059960101036503205,0.09875806327104342
BETTERBIZ2F2E_W36,age,older_adult,65+,declared,,0.08659448045396104,0.17318896090792213
BETTERBIZ2F2E_W36,education,some schooling,Less than high school,declared,,0.0629861189190224,0.1259722378380449
BETTERBIZ2F2E_W36,education,high school,High school graduate,declared,,0.07009950067108758,0.1401990013421751
BETTERBIZ2F2E_W36,education,college and more,College graduate/some postgrad,declared,,0.0750039482631153,0.1263968960600909
BETTERBIZ2F2E_W36,socioeco,low,"Less than $30,000",declared,,0.10636522250906989,0.21273044501813973
BETTERBIZ2F2E_W36,socioeco,mid,"$50,000-$75,000",declared,,0.07982800135886318,0.14968069470179152
BETTERBIZ2F2E_W36,socioeco,high,"$100,000 or more",declared,,0.10144005337039524,0.15163990345248335
BETTERBIZ2F2F_W36,gender,male,Male,declared,,0.17401366000000001,0.23725748
BETTERBIZ2F2F_W36,gender,female,Female,declared,,0.2006242427015454,0.40124848540309077
BETTERBIZ2F2F_W36,age,adult,30-49,declared,,0.13849325938480145,0.24951350684918
BETTERBIZ2F2F_W36,age,older_adult,65+,declared,,0.2646595253696886,0.44771116162793345
BETTERBIZ2F2F_W36,education,some schooling,Less than high school,declared,,0.1439702499147218,0.2879404998294436
BETTERBIZ2F2F_W36,education,high school,High school graduate,declared,,0.21342493470130047,0.3838230684228442
BETTERBIZ2F2F_W36,education,college and more,College graduate/some postgrad,declared,,0.20288941766336768,0.35964915518814233
BETTERBIZ2F2F_W36,socioeco,low,"Less than $30,000",declared,,0.2275068401600997,0.42800455157943573
BETTERBIZ2F2F_W36,socioeco,mid,"$50,000-$75,000",declared,,0.23123957111891114,0.409768354578655
BETTERBIZ2F2F_W36,socioeco,high,"$100,000 or more",declared,,0.12553819774484928,0.16874547919929844
BETTERPOL1F1B_W36,gender,male,Male,declared,,0.27194858353532037,0.39327078331616144
BETTERPOL1F1B_W36,gender,female,Female,declared,,0.39734405456499394,0.6288476053940801
BETTERPOL1F1B_W36,age,adult,30-49,declared,,0.3168125044172886,0.560604811221509
BETTERPOL1F1B_W36,age,older_adult,65+,declared,,0.5165000685229546,0.5782446561845427
BETTERPOL1F1B_W36,education,some schooling,Less than high school,declared,,0.17600164475983288,0.3442960159121561
BETTERPOL1F1B_W36,education,high school,High school graduate,declared,,0.2049531994487238,0.3692737262277206
BETTERPOL1F1B_W36,education,college and more,College graduate/some postgrad,declared,,0.36851796343768284,0.5566819164794097
BETTERPOL1F1B_W36,socioeco,low,"Less than $30,000",declared,,0.4443332510292068,0.5625094205016372
BETTERPOL1F1B_W36,socioeco,mid,"$50,000-$75,000",declared,,0.343614826569011,0.5672017691077154
BETTERPOL1F1B_W36,socioeco,high,"$100,000 or more",declared,,0.4228596338991476,0.5388784610832694
BETTERPOL1F1E_W36,gender,male,Male,declared,,0.1004222955651092,0.13854515252956806
BETTERPOL1F1E_W36,gender,female,Female,declared,,0.08800583797824088,0.11985917837100113
BETTERPOL1F1E_W36,age,adult,30-49,declared,,0.09645460499999994,0.16926872
BETTERPOL1F1E_W36,age,older_adult,65+,declared,,0.16483880599805245,0.25420061252640247
BETTERPOL1F1E_W36,education,some schooling,Less than high school,declared,,0.17190441497214992,0.3388005111859157
BETTERPOL1F1E_W36,education,high school,High school graduate,declared,,0.18170236977742985,0.243024691409744
BETTERPOL1F1E_W36,education,college and more,College graduate/some postgrad,declared,,0.13107585500000002,0.15929402000000004
BETTERPOL1F1E_W36,socioeco,low,"Less than $30,000",declared,,0.06151449608546161,0.1230289921709231
BETTERPOL1F1E_W36,socioeco,mid,"$50,000-$75,000",declared,,0.06687285498697941,0.13374570997395885
BETTERPOL1F1E_W36,socioeco,high,"$100,000 or more",declared,,0.05575586645624714,0.11151173291249433
BETTERPOL1F1I_W36,gender,male,Male,declared,,0.28197381806186816,0.290396353231966
BETTERPOL1F1I_W36,gender,female,Female,declared,,0.47916659380092536,0.6213392894304699
BETTERPOL1F1I_W36,age,adult,30-49,declared,,0.22652746139215602,0.302136165697325
BETTERPOL1F1I_W36,age,older_adult,65+,declared,,0.46597858,0.56473432
BETTERPOL1F1I_W36,education,some schooling,Less than high school,declared,,0.2425816206226451,0.3721926383911447
BETTERPOL1F1I_W36,education,high school,High school graduate,declared,,0.10915527376528575,0.15415740362756483
BETTERPOL1F1I_W36,education,college and more,College graduate/some postgrad,declared,,0.21208310095227048,0.2524407582439154
BETTERPOL1F1I_W36,socioeco,low,"Less than $30,000",declared,,0.43267050488674996,0.460636859230466
BETTERPOL1F1I_W36,socioeco,mid,"$50,000-$75,000",declared,,0.2679955232652832,0.35018418522841727
BETTERPOL1F1I_W36,socioeco,high,"$100,000 or more",declared,,0.3874472390726647,0.4329432436693277
BETTERPOL2F1A_W36,gender,male,Male,declared,,0.08884925088849253,0.17769850177698504
BETTERPOL2F1A_W36,gender,female,Female,declared,,0.285281695,0.37861038
BETTERPOL2F1A_W36,age,adult,30-49,declared,,0.05842287977946707,0.09421150094277929
BETTERPOL2F1A_W36,age,older_adult,65+,declared,,0.14332519946746547,0.1817435708775683
BETTERPOL2F1A_W36,education,some schooling,Less than high school,declared,,0.0947706709454055,0.1895413418908111
BETTERPOL2F1A_W36,education,high school,High school graduate,declared,,0.1375380165662254,0.27507603313245077
BETTERPOL2F1A_W36,education,college and more,College graduate/some postgrad,declared,,0.05027574997681358,0.0573843090299368
BETTERPOL2F1A_W36,socioeco,low,"Less than $30,000",declared,,0.16433177999999993,0.20748326999999994
BETTERPOL2F1A_W36,socioeco,mid,"$50,000-$75,000",declared,,0.10097979810441711,0.2019595962088342
BETTERPOL2F1A_W36,socioeco,high,"$100,000 or more",declared,,0.11277923446705357,0.2255584689341072
BETTERPOL2F1C_W36,gender,male,Male,declared,,0.10337099027899853,0.13155107852435985
BETTERPOL2F1C_W36,gender,female,Female,declared,,0.15779984467568287,0.31559968935136573
BETTERPOL2F1C_W36,age,adult,30-49,declared,,0.11886349405875926,0.175209733126596
BETTERPOL2F1C_W36,age,older_adult,65+,declared,,0.11775106787650122,0.23550213575300238
BETTERPOL2F1C_W36,education,some schooling,Less than high school,declared,,0.08824907977289637,0.1456318191928331
BETTERPOL2F1C_W36,education,high school,High school graduate,declared,,0.12806759079959243,0.25613518159918475
BETTERPOL2F1C_W36,education,college and more,College graduate/some postgrad,declared,,0.1295156556692819,0.17773569851037857
BETTERPOL2F1C_W36,socioeco,low,"Less than $30,000",declared,,0.1751475412617089,0.3502950825234178
BETTERPOL2F1C_W36,socioeco,mid,"$50,000-$75,000",declared,,0.11334545663056297,0.22669091326112598
BETTERPOL2F1C_W36,socioeco,high,"$100,000 or more",declared,,0.1341627973762937,0.17083727666711343
BETTERPOL2F1D_W36,gender,male,Male,declared,,0.11759220000000001,0.21125049000000004
BETTERPOL2F1D_W36,gender,female,Female,declared,,0.12047765878897555,0.24095531757795102
BETTERPOL2F1D_W36,age,adult,30-49,declared,,0.10110227499999999,0.20220455
BETTERPOL2F1D_W36,age,older_adult,65+,declared,,0.10108698235913047,0.2021739647182611
BETTERPOL2F1D_W36,education,some schooling,Less than high school,declared,,0.2717490923416467,0.38642899458996594
BETTERPOL2F1D_W36,education,high school,High school graduate,declared,,0.2236230225581917,0.34667081887720175
BETTERPOL2F1D_W36,education,college and more,College graduate/some postgrad,declared,,0.058301635949433675,0.07376809105903315
BETTERPOL2F1D_W36,socioeco,low,"Less than $30,000",declared,,0.16419064113395632,0.32838128226791263
BETTERPOL2F1D_W36,socioeco,mid,"$50,000-$75,000",declared,,0.1663565690573212,0.33271313811464237
BETTERPOL2F1D_W36,socioeco,high,"$100,000 or more",declared,,0.054594294275444696,0.06350117758437282
BETTERPOL2F1F_W36,gender,male,Male,declared,,0.11250464793722048,0.22500929587444096
BETTERPOL2F1F_W36,gender,female,Female,declared,,0.1967555097339711,0.3935110194679422
BETTERPOL2F1F_W36,age,adult,30-49,declared,,0.1217235266575053,0.24344705331501063
BETTERPOL2F1F_W36,age,older_adult,65+,declared,,0.15686910343130903,0.313738206862618
BETTERPOL2F1F_W36,education,some schooling,Less than high school,declared,,0.16897943239194638,0.205976859251061
BETTERPOL2F1F_W36,education,high school,High school graduate,declared,,0.20869579939225497,0.41739159878450993
BETTERPOL2F1F_W36,education,college and more,College graduate/some postgrad,declared,,0.10513479175427398,0.21026958350854794
BETTERPOL2F1F_W36,socioeco,low,"Less than $30,000",declared,,0.17928910320710895,0.3585782064142179
BETTERPOL2F1F_W36,socioeco,mid,"$50,000-$75,000",declared,,0.16480889280964928,0.32961778561929855
BETTERPOL2F1F_W36,socioeco,high,"$100,000 or more",declared,,0.10484782594205516,0.2096956518841103
E5_W36,gender,male,Male,declared,,0.09007913743867546,0.09007913743867552
E5_W36,gender,female,Female,declared,,0.13400442556451186,0.08533644605937338
E5_W36,age,adult,30-49,declared,,0.4258248807020317,0.25666127548526385
E5_W36,age,older_adult,65+,declared,,0.08922456072756099,0.08922456072756096
E5_W36,education,some schooling,Less than high school,declared,,0.894000608606283,0.4606296569137626
E5_W36,education,high school,High school graduate,declared,,0.19665428642656807,0.14931416361946376
E5_W36,education,college and more,College graduate/some postgrad,declared,,0.277256441866472,0.18916034632245554
E5_W36,socioeco,low,"Less than $30,000",declared,,0.701288355385092,0.4194269931181638
E5_W36,socioeco,mid,"$50,000-$75,000",declared,,0.31881496469215626,0.21294369241780753
E5_W36,socioeco,high,"$100,000 or more",declared,,0.6140275241138256,0.3197809714471378
ESSENBIZF2E_W36,gender,male,Male,declared,,0.50232348,0.50232348
ESSENBIZF2E_W36,gender,female,Female,declared,,0.5152544420969072,0.5152544420969071
ESSENBIZF2E_W36,age,adult,30-49,declared,,0.9080828458657928,0.6960881156917929
ESSENBIZF2E_W36,age,older_adult,65+,declared,,1.39747104,0.9617314100000001
ESSENBIZF2E_W36,education,some schooling,Less than high school,declared,,0.5354667751225963,0.4961961085382113
ESSENBIZF2E_W36,education,high school,High school graduate,declared,,0.5058669304461381,0.5058669304461382
ESSENBIZF2E_W36,education,college and more,College graduate/some postgrad,declared,,0.49512501,0.49512501000000003
ESSENBIZF2E_W36,socioeco,low,"Less than $30,000",declared,,0.5805263907794269,0.5805263907794269
ESSENBIZF2E_W36,socioeco,mid,"$50,000-$75,000",declared,,1.400750036655194,0.924301041128942
ESSENBIZF2E_W36,socioeco,high,"$100,000 or more",declared,,0.4955884632839999,0.4835449846705686
ESSENBIZF2J_W36,gender,male,Male,declared,,0.3148288994029742,0.31482889940297415
ESSENBIZF2J_W36,gender,female,Female,declared,,0.24771372332344055,0.24771372332344066
ESSENBIZF2J_W36,age,adult,30-49,declared,,0.5918881599999999,0.40942926999999996
ESSENBIZF2J_W36,age,older_adult,65+,declared,,1.5617633862549325,0.9130042334946049
ESSENBIZF2J_W36,education,some schooling,Less than high school,declared,,0.9551758003284351,0.609882589506936
ESSENBIZF2J_W36,education,high school,High school graduate,declared,,0.3192537897998745,0.2658923542620204
ESSENBIZF2J_W36,education,college and more,College graduate/some postgrad,declared,,0.32887575814093384,0.32887575814093395
ESSENBIZF2J_W36,socioeco,low,"Less than $30,000",declared,,0.27354062100566356,0.27354062100566356
ESSENBIZF2J_W36,socioeco,mid,"$50,000-$75,000",declared,,1.5813093149865551,0.9202329772783866
ESSENBIZF2J_W36,socioeco,high,"$100,000 or more",declared,,0.41651011055253157,0.4165101105525315
ESSENPOLF1A_W36,gender,male,Male,declared,,0.06690939306969779,0.04990758110527379
ESSENPOLF1A_W36,gender,female,Female,declared,,0.22857967606370844,0.1202088240844275
ESSENPOLF1A_W36,age,adult,30-49,declared,,0.9710251910248883,0.4887471851750196
ESSENPOLF1A_W36,age,older_adult,65+,declared,,1.717581505002116,0.8612559916753595
ESSENPOLF1A_W36,education,some schooling,Less than high school,declared,,1.1965901848957945,0.6236082726871868
ESSENPOLF1A_W36,education,high school,High school graduate,declared,,0.7313307575057626,0.37853652491063794
ESSENPOLF1A_W36,education,college and more,College graduate/some postgrad,declared,,0.8027763712573549,0.4064498759355012
ESSENPOLF1A_W36,socioeco,low,"Less than $30,000",declared,,0.43285967339132103,0.24715454684837102
ESSENPOLF1A_W36,socioeco,mid,"$50,000-$75,000",declared,,1.8996530312832607,0.9594848008103039
ESSENPOLF1A_W36,socioeco,high,"$100,000 or more",declared,,0.7463701879884399,0.37337687374747697
ESSENPOLF1B_W36,gender,male,Male,declared,,0.32048734359258546,0.3204873435925854
ESSENPOLF1B_W36,gender,female,Female,declared,,0.24419679999999988,0.19419814
ESSENPOLF1B_W36,age,adult,30-49,declared,,1.018685700186857,0.6242505662425057
ESSENPOLF1B_W36,age,older_adult,65+,declared,,1.4946862256349482,0.8811412491745769
ESSENPOLF1B_W36,education,some schooling,Less than high school,declared,,0.7704022803914261,0.4790544117254766
ESSENPOLF1B_W36,education,high school,High school graduate,declared,,0.2894022078978278,0.2894022078978277
ESSENPOLF1B_W36,education,college and more,College graduate/some postgrad,declared,,0.23132980167208317,0.22056928443670049
ESSENPOLF1B_W36,socioeco,low,"Less than $30,000",declared,,0.2027497395125849,0.20274973951258493
ESSENPOLF1B_W36,socioeco,mid,"$50,000-$75,000",declared,,1.4904038700000002,0.9361258600000001
ESSENPOLF1B_W36,socioeco,high,"$100,000 or more",declared,,0.3058185462747135,0.30581854627471355
ESSENPOLF1D_W36,gender,male,Male,declared,,0.16571734165717344,0.16571734165717347
ESSENPOLF1D_W36,gender,female,Female,declared,,0.1953141143185897,0.15900153196333233
ESSENPOLF1D_W36,age,adult,30-49,declared,,0.7892406701316921,0.4628274252493688
ESSENPOLF1D_W36,age,older_adult,65+,declared,,1.6022783172303379,0.8725519538234413
ESSENPOLF1D_W36,education,some schooling,Less than high school,declared,,0.97212159,0.64733519
ESSENPOLF1D_W36,education,high school,High school graduate,declared,,0.27481533405470837,0.17776524759531764
ESSENPOLF1D_W36,education,college and more,College graduate/some postgrad,declared,,0.45938931295131114,0.2836672660389561
ESSENPOLF1D_W36,socioeco,low,"Less than $30,000",declared,,0.1859811490078287,0.18337661370968944
ESSENPOLF1D_W36,socioeco,mid,"$50,000-$75,000",declared,,1.7188724030560796,0.9247966262398313
ESSENPOLF1D_W36,socioeco,high,"$100,000 or more",declared,,0.661922648289378,0.3921152439558002
ESSENPOLF1G_W36,gender,male,Male,declared,,0.46971372791514027,0.46971372791514027
ESSENPOLF1G_W36,gender,female,Female,declared,,0.40438579724980517,0.40438579724980517
ESSENPOLF1G_W36,age,adult,30-49,declared,,0.4876018058714431,0.45409891401723745
ESSENPOLF1G_W36,age,older_adult,65+,declared,,1.2305049927848017,0.8273324116452396
ESSENPOLF1G_W36,education,some schooling,Less than high school,declared,,0.7578311850679503,0.6146577338142573
ESSENPOLF1G_W36,education,high school,High school graduate,declared,,0.4499554217498414,0.44995542174984143
ESSENPOLF1G_W36,education,college and more,College graduate/some postgrad,declared,,0.45033301712403423,0.4503330171240343
ESSENPOLF1G_W36,socioeco,low,"Less than $30,000",declared,,0.48243770037973027,0.4824377003797303
ESSENPOLF1G_W36,socioeco,mid,"$50,000-$75,000",declared,,1.3379725115136691,0.9013030650425436
ESSENPOLF1G_W36,socioeco,high,"$100,000 or more",declared,,0.44336666792525237,0.44336666792525237
ESSENPOLF1H_W36,gender,male,Male,declared,,0.3122099133292917,0.3122099133292916
ESSENPOLF1H_W36,gender,female,Female,declared,,0.1374322,0.13743219999999995
ESSENPOLF1H_W36,age,adult,30-49,declared,,0.7740007531132413,0.4914422205751212
ESSENPOLF1H_W36,age,older_adult,65+,declared,,1.4967224466753555,0.850163833829439
ESSENPOLF1H_W36,education,some schooling,Less than high school,declared,,0.9526505636288087,0.5756425780597277
ESSENPOLF1H_W36,education,high school,High school graduate,declared,,0.20437861224853182,0.20437861224853182
ESSENPOLF1H_W36,education,college and more,College graduate/some postgrad,declared,,0.24812483697391852,0.24231943786925553
ESSENPOLF1H_W36,socioeco,low,"Less than $30,000",declared,,0.18682163228562731,0.1868216322856272
ESSENPOLF1H_W36,socioeco,mid,"$50,000-$75,000",declared,,1.5661174116436059,0.9078690309213098
ESSENPOLF1H_W36,socioeco,high,"$100,000 or more",declared,,0.2944743895892631,0.294474389589263
HIGHEDWRNGB_W36,gender,male,Male,declared,,0.5140861762962767,0.3712007219470288
HIGHEDWRNGB_W36,gender,female,Female,declared,,0.2990132860721876,0.2799342714724006
HIGHEDWRNGB_W36,age,adult,30-49,declared,,0.6503262624379761,0.46354351729431575
HIGHEDWRNGB_W36,age,older_adult,65+,declared,,1.4090260867820241,0.7529452836471064
HIGHEDWRNGB_W36,education,some schooling,Less than high school,declared,,1.24042313,0.8396234300000001
HIGHEDWRNGB_W36,education,high school,High school graduate,declared,,0.8856083485917012,0.5632266148118067
HIGHEDWRNGB_W36,education,college and more,College graduate/some postgrad,declared,,0.6129255346485563,0.4163370028750493
HIGHEDWRNGB_W36,socioeco,low,"Less than $30,000",declared,,0.35457855090096296,0.3545785509009629
HIGHEDWRNGB_W36,socioeco,mid,"$50,000-$75,000",declared,,1.04309481855126,0.6345897938867731
HIGHEDWRNGB_W36,socioeco,high,"$100,000 or more",declared,,0.7127430078949757,0.4387613136151149
HIGHEDWRNGC_W36,gender,male,Male,declared,,0.6508437407214859,0.40809763356864903
HIGHEDWRNGC_W36,gender,female,Female,declared,,0.3057505571629603,0.3057505571629603
HIGHEDWRNGC_W36,age,adult,30-49,declared,,0.9651917970442248,0.611550946938598
HIGHEDWRNGC_W36,age,older_adult,65+,declared,,1.4007698006755902,0.780778029228721
HIGHEDWRNGC_W36,education,some schooling,Less than high school,declared,,1.4247986916872992,0.8507667763834719
HIGHEDWRNGC_W36,education,high school,High school graduate,declared,,1.1333737577851064,0.690634104857102
HIGHEDWRNGC_W36,education,college and more,College graduate/some postgrad,declared,,0.9235406759219824,0.5918688331366697
HIGHEDWRNGC_W36,socioeco,low,"Less than $30,000",declared,,0.5046399832323167,0.42344905179588743
HIGHEDWRNGC_W36,socioeco,mid,"$50,000-$75,000",declared,,1.137187141065262,0.6756817959456403
HIGHEDWRNGC_W36,socioeco,high,"$100,000 or more",declared,,0.9835598054914199,0.5925911643381738
IMPROVE1_W36,gender,male,Male,declared,,1.4061200206101065,0.6160730621178647
IMPROVE1_W36,gender,female,Female,declared,,0.44582937320401667,0.4039967899239508
IMPROVE1_W36,age,adult,30-49,declared,,0.4621391636400101,0.3047054455370579
IMPROVE1_W36,age,older_adult,65+,declared,,0.48186929608397644,0.35610797470924127
IMPROVE1_W36,education,some schooling,Less than high school,declared,,1.2446658734705507,0.6406328167380343
IMPROVE1_W36,education,high school,High school graduate,declared,,0.4054853336077656,0.4054853336077657
IMPROVE1_W36,education,college and more,College graduate/some postgrad,declared,,0.3737549177333673,0.3298416644341741
IMPROVE1_W36,socioeco,low,"Less than $30,000",declared,,0.4647932841722086,0.42022431446894615
IMPROVE1_W36,socioeco,mid,"$50,000-$75,000",declared,,0.5786917354600156,0.4215734489076536
IMPROVE1_W36,socioeco,high,"$100,000 or more",declared,,0.4978308245074281,0.3334146504001875
IMPROVE2_W36,gender,male,Male,declared,,1.1075985799999999,0.58532527
IMPROVE2_W36,gender,female,Female,declared,,1.0992001990079983,0.6047139839528601
IMPROVE2_W36,age,adult,30-49,declared,,0.7902742619065215,0.5176470194261515
IMPROVE2_W36,age,older_adult,65+,declared,,0.4427988360544055,0.3239268612907665
IMPROVE2_W36,education,some schooling,Less than high school,declared,,0.9540294887842478,0.4500705392450344
IMPROVE2_W36,education,high school,High school graduate,declared,,1.436625483756568,0.7710576325662843
IMPROVE2_W36,education,college and more,College graduate/some postgrad,declared,,1.2210977691017137,0.5872264220222074
IMPROVE2_W36,socioeco,low,"Less than $30,000",declared,,0.7132590694876437,0.4812099213185118
IMPROVE2_W36,socioeco,mid,"$50,000-$75,000",declared,,0.5718826510216064,0.4422080628705627
IMPROVE2_W36,socioeco,high,"$100,000 or more",declared,,0.9184527942150642,0.4283097542400585
IMPROVE3_W36,gender,male,Male,declared,,0.97658729,0.4625235999999999
IMPROVE3_W36,gender,female,Female,declared,,0.46631908737735045,0.4269003318251323
IMPROVE3_W36,age,adult,30-49,declared,,0.4607973432575288,0.33052443919196295
IMPROVE3_W36,age,older_adult,65+,declared,,0.5489717763718034,0.38201235675605294
IMPROVE3_W36,education,some schooling,Less than high school,declared,,0.9243808592438085,0.5096511750965118
IMPROVE3_W36,education,high school,High school graduate,declared,,0.4135058300000002,0.41350582999999996
IMPROVE3_W36,education,college and more,College graduate/some postgrad,declared,,0.38225664480846366,0.3341105152122924
IMPROVE3_W36,socioeco,low,"Less than $30,000",declared,,0.8108269864366282,0.5942677364366282
IMPROVE3_W36,socioeco,mid,"$50,000-$75,000",declared,,0.7329077712785654,0.45287719120107833
IMPROVE3_W36,socioeco,high,"$100,000 or more",declared,,0.4433632727893554,0.33149643456499056
MOREWMN1F2_W36,gender,male,Male,declared,,0.1925512699999999,0.24581806999999997
MOREWMN1F2_W36,gender,female,Female,declared,,0.04030214402814131,0.08060428805628266
MOREWMN1F2_W36,age,adult,30-49,declared,,0.09633965801816818,0.11327985150745032
MOREWMN1F2_W36,age,older_adult,65+,declared,,0.2651081713332643,0.5302163426665286
MOREWMN1F2_W36,education,some schooling,Less than high school,declared,,0.25336171659004775,0.5067234331800956
MOREWMN1F2_W36,education,high school,High school graduate,declared,,0.20193634036599842,0.4038726807319969
MOREWMN1F2_W36,education,college and more,College graduate/some postgrad,declared,,0.08434542746548823,0.12668472432056127
MOREWMN1F2_W36,socioeco,low,"Less than $30,000",declared,,0.2439105897578181,0.42001558814693446
MOREWMN1F2_W36,socioeco,mid,"$50,000-$75,000",declared,,0.2508701927204795,0.501740385440959
MOREWMN1F2_W36,socioeco,high,"$100,000 or more",declared,,0.15709874345115704,0.22062935435430103
POLCHF1_W36,gender,male,Male,declared,,0.9602924712624861,0.5378954038268338
