qkey,attribute,configuration,declared_class,steer_class,magnitude,dist_to_real_declared,dist_to_real_steered,follows
GROWUPGUN2B_W26,education,declare_some schooling__steer_college and more,some schooling,college and more,1.0,0.05342575999999999,0.009251850000000061,steered
GROWUPGUN2B_W26,education,declare_some schooling__steer_college and more,some schooling,college and more,3.0,0.29443124000000004,0.23175363,steered
GROWUPGUN2B_W26,education,declare_some schooling__steer_college and more,some schooling,college and more,5.0,0.46933787585299774,0.4066602658529977,steered
GROWUPGUN2B_W26,education,declare_some schooling__steer_college and more,some schooling,college and more,7.0,0.5297765241235414,0.4670989141235413,steered
GROWUPGUN2B_W26,education,declare_some schooling__steer_college and more,some schooling,college and more,9.0,0.5411129213557507,0.4784353113557507,steered
GROWUPGUN2B_W26,education,declare_some schooling__steer_college and more,some schooling,college and more,13.0,0.5293783044192906,0.4667006944192905,steered
GROWUPGUN2B_W26,education,declare_college and more__steer_some schooling,college and more,some schooling,1.0,0.3108132230070558,0.24813561300705578,steered
GROWUPGUN2B_W26,education,declare_college and more__steer_some schooling,college and more,some schooling,3.0,0.27260651886616905,0.209928908866169,steered
GROWUPGUN2B_W26,education,declare_college and more__steer_some schooling,college and more,some schooling,5.0,0.17522331578467398,0.11254570578467393,steered
GROWUPGUN2B_W26,education,declare_college and more__steer_some schooling,college and more,some schooling,7.0,0.08401040094062351,0.02133279094062346,steered
GROWUPGUN2B_W26,education,declare_college and more__steer_some schooling,college and more,some schooling,9.0,0.0029254285080743125,0.05975218149192574,declared
GROWUPGUN2B_W26,education,declare_college and more__steer_some schooling,college and more,some schooling,13.0,0.1858367543095824,0.24851436430958246,declared
GROWUPGUN2B_W26,socioeco,declare_low__steer_high,low,high,1.0,0.2257877336443147,0.2341785036443147,declared
GROWUPGUN2B_W26,socioeco,declare_low__steer_high,low,high,3.0,0.09598482000000008,0.10437559000000007,declared
GROWUPGUN2B_W26,socioeco,declare_low__steer_high,low,high,5.0,0.11569372388875843,0.10730295388875843,steered
GROWUPGUN2B_W26,socioeco,declare_low__steer_high,low,high,7.0,0.1537116549707036,0.1453208849707036,steered
GROWUPGUN2B_W26,socioeco,declare_low__steer_high,low,high,9.0,0.01932485266820516,0.01093408266820517,steered
GROWUPGUN2B_W26,socioeco,declare_low__steer_high,low,high,13.0,0.18488486675239957,0.19327563675239956,declared
GROWUPGUN2B_W26,socioeco,declare_high__steer_low,high,low,1.0,0.17869978000000009,0.1703090100000001,steered
GROWUPGUN2B_W26,socioeco,declare_high__steer_low,high,low,3.0,0.14779850168571362,0.13940773168571363,steered
GROWUPGUN2B_W26,socioeco,declare_high__steer_low,high,low,5.0,0.10290292483483598,0.09451215483483599,steered
GROWUPGUN2B_W26,socioeco,declare_high__steer_low,high,low,7.0,0.10437559000000007,0.09598482000000008,steered
GROWUPGUN2B_W26,socioeco,declare_high__steer_low,high,low,9.0,0.15004062000000007,0.14164985000000008,steered
GROWUPGUN2B_W26,socioeco,declare_high__steer_low,high,low,13.0,0.259290560963651,0.250899790963651,steered
GROWUPGUN2C_W26,gender,declare_male__steer_female,male,female,1.0,0.3749781689805348,0.5006566589805348,declared
GROWUPGUN2C_W26,gender,declare_male__steer_female,male,female,3.0,0.17699992100225692,0.3026784110022569,declared
GROWUPGUN2C_W26,gender,declare_male__steer_female,male,female,5.0,0.07523689,0.20091537999999998,declared
GROWUPGUN2C_W26,gender,declare_male__steer_female,male,female,7.0,0.03967076099572703,0.08600772900427295,declared
GROWUPGUN2C_W26,gender,declare_male__steer_female,male,female,9.0,0.12700712623590893,0.0013286362359089532,steered
GROWUPGUN2C_W26,gender,declare_male__steer_female,male,female,13.0,0.20182829036258937,0.07614980036258939,steered
GROWUPGUN2C_W26,gender,declare_female__steer_male,female,male,1.0,0.5504689284359724,0.4247904384359724,steered
GROWUPGUN2C_W26,gender,declare_female__steer_male,female,male,3.0,0.5732909494137554,0.4476124594137554,steered
GROWUPGUN2C_W26,gender,declare_female__steer_male,female,male,5.0,0.5710441609467706,0.4453656709467706,steered
GROWUPGUN2C_W26,gender,declare_female__steer_male,female,male,7.0,0.5248057284440509,0.39912723844405096,steered
GROWUPGUN2C_W26,gender,declare_female__steer_male,female,male,9.0,0.3941021037449678,0.2684236137449678,steered
GROWUPGUN2C_W26,gender,declare_female__steer_male,female,male,13.0,0.29979992091590224,0.17412143091590226,steered
GROWUPGUN2C_W26,age,declare_adult__steer_older_adult,adult,older_adult,1.0,0.19584192149846213,0.33149249149846216,declared
GROWUPGUN2C_W26,age,declare_adult__steer_older_adult,adult,older_adult,3.0,0.13983694018168735,0.2754875101816874,declared
GROWUPGUN2C_W26,age,declare_adult__steer_older_adult,adult,older_adult,5.0,0.04620433700933446,0.1818549070093345,declared
GROWUPGUN2C_W26,age,declare_adult__steer_older_adult,adult,older_adult,7.0,0.00654304581949583,0.14219361581949586,declared
GROWUPGUN2C_W26,age,declare_adult__steer_older_adult,adult,older_adult,9.0,0.0756596442140125,0.21131021421401253,declared
GROWUPGUN2C_W26,age,declare_adult__steer_older_adult,adult,older_adult,13.0,0.27678334000000004,0.41243391000000007,declared
GROWUPGUN2C_W26,age,declare_older_adult__steer_adult,older_adult,adult,1.0,0.5940327708337727,0.4583822008337727,steered
GROWUPGUN2C_W26,age,declare_older_adult__steer_adult,older_adult,adult,3.0,0.57333712,0.43768655,steered
GROWUPGUN2C_W26,age,declare_older_adult__steer_adult,older_adult,adult,5.0,0.44982301,0.31417244,steered
GROWUPGUN2C_W26,age,declare_older_adult__steer_adult,older_adult,adult,7.0,0.05029842306264004,0.08535214693735999,declared
GROWUPGUN2C_W26,age,declare_older_adult__steer_adult,older_adult,adult,9.0,0.14772383186995386,0.2833744018699539,declared
GROWUPGUN2C_W26,age,declare_older_adult__steer_adult,older_adult,adult,13.0,0.12623522223336936,0.2618857922333694,declared
GROWUPGUN2C_W26,education,declare_some schooling__steer_college and more,some schooling,college and more,1.0,0.024927650000000023,0.010450720000000024,steered
GROWUPGUN2C_W26,education,declare_some schooling__steer_college and more,some schooling,college and more,3.0,0.19189494746423616,0.20637187746423616,declared
GROWUPGUN2C_W26,education,declare_some schooling__steer_college and more,some schooling,college and more,5.0,0.29965819141044625,0.3141351214104463,declared
GROWUPGUN2C_W26,education,declare_some schooling__steer_college and more,some schooling,college and more,7.0,0.32935295109201046,0.3438298810920105,declared
GROWUPGUN2C_W26,education,declare_some schooling__steer_college and more,some schooling,college and more,9.0,0.3327962156837358,0.3472731456837358,declared
GROWUPGUN2C_W26,education,declare_some schooling__steer_college and more,some schooling,college and more,13.0,0.3192256636443147,0.3337025936443147,declared
GROWUPGUN2C_W26,education,declare_college and more__steer_some schooling,college and more,some schooling,1.0,0.5145483793945627,0.5290253093945627,declared
GROWUPGUN2C_W26,education,declare_college and more__steer_some schooling,college and more,some schooling,3.0,0.49430257949482337,0.5087795094948233,declared
GROWUPGUN2C_W26,education,declare_college and more__steer_some schooling,college and more,some schooling,5.0,0.42355138000000003,0.43802831000000003,declared
GROWUPGUN2C_W26,education,declare_college and more__steer_some schooling,college and more,some schooling,7.0,0.33209801000000005,0.34657494000000005,declared
GROWUPGUN2C_W26,education,declare_college and more__steer_some schooling,college and more,some schooling,9.0,0.2689108082772833,0.2833877382772833,declared
GROWUPGUN2C_W26,education,declare_college and more__steer_some schooling,college and more,some schooling,13.0,0.06348830999999999,0.07796523999999999,declared
GROWUPGUN2C_W26,socioeco,declare_low__steer_high,low,high,1.0,0.35485769999999994,0.37444126999999994,declared
GROWUPGUN2C_W26,socioeco,declare_low__steer_high,low,high,3.0,0.19507197033701895,0.21465554033701895,declared
GROWUPGUN2C_W26,socioeco,declare_low__steer_high,low,high,5.0,0.032303439092074004,0.051887009092074,declared
GROWUPGUN2C_W26,socioeco,declare_low__steer_high,low,high,7.0,0.04302713577567385,0.06261070577567385,declared
GROWUPGUN2C_W26,socioeco,declare_low__steer_high,low,high,9.0,0.15465361087553187,0.17423718087553186,declared
GROWUPGUN2C_W26,socioeco,declare_low__steer_high,low,high,13.0,0.33151959556955235,0.35110316556955234,declared
GROWUPGUN2C_W26,socioeco,declare_high__steer_low,high,low,1.0,0.4116895199999999,0.3921059499999999,steered
GROWUPGUN2C_W26,socioeco,declare_high__steer_low,high,low,3.0,0.3877196140385881,0.36813604403858813,steered
GROWUPGUN2C_W26,socioeco,declare_high__steer_low,high,low,5.0,0.33336400203390903,0.31378043203390904,steered
GROWUPGUN2C_W26,socioeco,declare_high__steer_low,high,low,7.0,0.28029551487081206,0.26071194487081206,steered
GROWUPGUN2C_W26,socioeco,declare_high__steer_low,high,low,9.0,0.27954996,0.25996639,steered
GROWUPGUN2C_W26,socioeco,declare_high__steer_low,high,low,13.0,0.4042403360245628,0.3846567660245628,steered
GROWUPGUN4_W26,gender,declare_male__steer_female,male,female,1.0,1.047007448487674,0.9965621478032037,steered
GROWUPGUN4_W26,gender,declare_male__steer_female,male,female,3.0,1.3308251199999999,1.1350863,steered
GROWUPGUN4_W26,gender,declare_male__steer_female,male,female,5.0,1.2347774032326568,1.039038583232657,steered
GROWUPGUN4_W26,gender,declare_male__steer_female,male,female,7.0,0.75094419,0.59308025,steered
GROWUPGUN4_W26,gender,declare_male__steer_female,male,female,9.0,0.31017277000000004,0.34093096999999994,declared
GROWUPGUN4_W26,gender,declare_male__steer_female,male,female,13.0,0.19012183954740125,0.3785919557615731,declared
GROWUPGUN4_W26,gender,declare_female__steer_male,female,male,1.0,0.9123600345164102,0.7166212145164104,steered
GROWUPGUN4_W26,gender,declare_female__steer_male,female,male,3.0,1.0491982727468252,0.8534594527468252,steered
GROWUPGUN4_W26,gender,declare_female__steer_male,female,male,5.0,1.0933967827942819,0.8976579627942821,steered
GROWUPGUN4_W26,gender,declare_female__steer_male,female,male,7.0,0.9248901321505183,0.7291513121505184,steered
GROWUPGUN4_W26,gender,declare_female__steer_male,female,male,9.0,0.5775027743614698,0.46525304984820587,steered
GROWUPGUN4_W26,gender,declare_female__steer_male,female,male,13.0,0.538204839034374,0.558020799034374,declared
GROWUPGUN4_W26,age,declare_adult__steer_older_adult,adult,older_adult,1.0,0.6569691231341287,0.5880947031341286,steered
GROWUPGUN4_W26,age,declare_adult__steer_older_adult,adult,older_adult,3.0,0.61380324,0.5869498000000001,steered
GROWUPGUN4_W26,age,declare_adult__steer_older_adult,adult,older_adult,5.0,0.5919460588141926,0.6531911388141927,declared
GROWUPGUN4_W26,age,declare_adult__steer_older_adult,adult,older_adult,7.0,0.6062382865996712,0.6674833665996712,declared
GROWUPGUN4_W26,age,declare_adult__steer_older_adult,adult,older_adult,9.0,0.5988513160571859,0.660096396057186,declared
GROWUPGUN4_W26,age,declare_adult__steer_older_adult,adult,older_adult,13.0,0.5671079955262555,0.6283530755262555,declared
GROWUPGUN4_W26,age,declare_older_adult__steer_adult,older_adult,adult,1.0,0.9942988465046287,0.9330537665046287,steered
GROWUPGUN4_W26,age,declare_older_adult__steer_adult,older_adult,adult,3.0,0.8800939130784808,0.8188488330784808,steered
GROWUPGUN4_W26,age,declare_older_adult__steer_adult,older_adult,adult,5.0,0.5316798111523189,0.600554231152319,declared
GROWUPGUN4_W26,age,declare_older_adult__steer_adult,older_adult,adult,7.0,0.726131456522293,0.7873765365222931,declared
