qkey,attribute,class_idx,class_label,magnitude,wasserstein,total_variation
FAMSURV3_W50,education,1,high school,9.0,0.7471295420399061,0.41138216876739253
FAMSURV3_W50,education,1,high school,13.0,0.9507568566641279,0.481026289849236
FAMSURV3_W50,education,2,college and more,1.0,0.05089036753728868,0.04537659382687516
FAMSURV3_W50,education,2,college and more,3.0,0.17523672771268678,0.17523672771268667
FAMSURV3_W50,education,2,college and more,5.0,0.3085775179554603,0.30857751795546023
FAMSURV3_W50,education,2,college and more,7.0,0.36749446854462975,0.36749446854462975
FAMSURV3_W50,education,2,college and more,9.0,0.3893678287633634,0.3893678287633634
FAMSURV3_W50,education,2,college and more,13.0,0.4274372981604696,0.4274372981604696
FAMSURV3_W50,socioeco,0,low,1.0,0.05115075280753356,0.0256808694494298
FAMSURV3_W50,socioeco,0,low,3.0,0.09972685700819423,0.05702590828922277
FAMSURV3_W50,socioeco,0,low,5.0,0.16394315305971702,0.11281850610753014
FAMSURV3_W50,socioeco,0,low,7.0,0.3051003726232666,0.2245362151663397
FAMSURV3_W50,socioeco,0,low,9.0,0.510690423462135,0.3716295438718613
FAMSURV3_W50,socioeco,0,low,13.0,0.6948087824607282,0.4921413639443353
FAMSURV3_W50,socioeco,1,mid,1.0,0.04164524261742353,0.028097899497770445
FAMSURV3_W50,socioeco,1,mid,3.0,0.16415662706918116,0.11028495625149955
FAMSURV3_W50,socioeco,1,mid,5.0,0.2559459047361622,0.16550048313015675
FAMSURV3_W50,socioeco,1,mid,7.0,0.29028896833050455,0.18834066703205665
FAMSURV3_W50,socioeco,1,mid,9.0,0.33823167828837264,0.2153973891848966
FAMSURV3_W50,socioeco,1,mid,13.0,0.4361724440403141,0.2728245957536284
FAMSURV3_W50,socioeco,2,high,1.0,0.03725879903907878,0.02470873603219924
FAMSURV3_W50,socioeco,2,high,3.0,0.2016266079073759,0.12219050824726788
FAMSURV3_W50,socioeco,2,high,5.0,0.1831180083006707,0.13031741595794094
FAMSURV3_W50,socioeco,2,high,7.0,0.12065396638038109,0.12065396638038099
FAMSURV3_W50,socioeco,2,high,9.0,0.23375776168174872,0.18287390012968452
FAMSURV3_W50,socioeco,2,high,13.0,0.518463447529173,0.30065993456772566
FAMSURV40_W50,gender,0,male,1.0,0.05447630100356485,0.018926807009707426
FAMSURV40_W50,gender,0,male,3.0,0.38562773234034653,0.1382155616790372
FAMSURV40_W50,gender,0,male,5.0,1.1487357748315692,0.45154004413015814
FAMSURV40_W50,gender,0,male,7.0,1.7716472612603993,0.7656517509866118
FAMSURV40_W50,gender,0,male,9.0,1.7009257135586382,0.8275197551324522
FAMSURV40_W50,gender,0,male,13.0,1.2089608945785906,0.6659470753026305
FAMSURV40_W50,gender,1,female,1.0,0.005980870059808692,0.005621270056212714
FAMSURV40_W50,gender,1,female,3.0,0.02755066153903754,0.01899440833311756
FAMSURV40_W50,gender,1,female,5.0,0.05046878063483672,0.0466301645671022
FAMSURV40_W50,gender,1,female,7.0,0.057306155380218896,0.05527983786349687
FAMSURV40_W50,gender,1,female,9.0,0.10242294877857928,0.07259074480786637
FAMSURV40_W50,gender,1,female,13.0,0.39862428398624283,0.2079135820791358
FAMSURV40_W50,age,0,child,1.0,0.058286381195661166,0.023616742929062344
FAMSURV40_W50,age,0,child,3.0,0.18314152019117377,0.08416201843582462
FAMSURV40_W50,age,0,child,5.0,0.19260431815946344,0.10023970932277927
FAMSURV40_W50,age,0,child,7.0,0.11947641423006476,0.07203757211797218
FAMSURV40_W50,age,0,child,9.0,0.0811519031281783,0.0588202670495543
FAMSURV40_W50,age,0,child,13.0,0.15366258475130096,0.09832064767500609
FAMSURV40_W50,age,1,adolescent,1.0,0.06533502590460524,0.02326581845440811
FAMSURV40_W50,age,1,adolescent,3.0,0.1169883972057569,0.0404306117847944
FAMSURV40_W50,age,1,adolescent,5.0,0.12224138184053654,0.04656591055769367
FAMSURV40_W50,age,1,adolescent,7.0,0.10293476265172544,0.048902440626363
FAMSURV40_W50,age,1,adolescent,9.0,0.12102239758957961,0.09667285553545074
FAMSURV40_W50,age,1,adolescent,13.0,0.3609642622792261,0.3061530494236455
FAMSURV40_W50,age,2,adult,1.0,0.015833790065146208,0.006626197117671569
FAMSURV40_W50,age,2,adult,3.0,0.029402296375401003,0.018543126835069302
FAMSURV40_W50,age,2,adult,5.0,0.07349170759432141,0.06574617366456306
FAMSURV40_W50,age,2,adult,7.0,0.1943978112674692,0.16360005461389035
FAMSURV40_W50,age,2,adult,9.0,0.2897445401426344,0.25164502778840486
FAMSURV40_W50,age,2,adult,13.0,0.42866633428666334,0.36229414362294143
FAMSURV40_W50,age,3,older_adult,1.0,0.014247274193444973,0.00570641821279051
FAMSURV40_W50,age,3,older_adult,3.0,0.23311509067452577,0.08374716377099957
FAMSURV40_W50,age,3,older_adult,5.0,0.9087232853761553,0.3884532156375207
FAMSURV40_W50,age,3,older_adult,7.0,1.2205914619736589,0.7461524067678003
