qkey,attribute,channel,magnitude,regime,model_class,own_human_group,distance_own,mean_distance_others,specificity_margin
ECIMPg_W54,socioeco,steered,4.0,Steered N=4,high,"$100,000 or more",0.13139774631398143,0.07312846573128867,0.05826928058269276
ECIMPg_W54,socioeco,steered,6.0,Steered N=6,high,"$100,000 or more",0.13139773131397348,0.07312845073128071,0.05826928058269276
ECIMPg_W54,socioeco,steered,8.0,Steered N=8,high,"$100,000 or more",0.13139767131397045,0.07312839073127769,0.05826928058269276
ECIMPg_W54,socioeco,steered,10.0,Steered N=10,high,"$100,000 or more",0.13139757631398324,0.07312829573129048,0.05826928058269276
ECIMPg_W54,socioeco,steered,12.0,Steered N=12,high,"$100,000 or more",0.13139741131397825,0.07312813073128549,0.05826928058269276
ECIMPg_W54,socioeco,steered,14.0,Steered N=14,high,"$100,000 or more",0.13139683131393842,0.07312755073124566,0.05826928058269276
ECIMPg_W54,socioeco,steered,16.0,Steered N=16,high,"$100,000 or more",0.13139510631416867,0.07312582573147591,0.05826928058269276
ECIMPg_W54,socioeco,steered,18.0,Steered N=18,high,"$100,000 or more",0.13138832131416833,0.07311904073147557,0.05826928058269276
ECIMPg_W54,socioeco,steered,20.0,Steered N=20,high,"$100,000 or more",0.1313719163111281,0.07310263572843534,0.05826928058269276
ECON1_W54,gender,declared,,Declared,male,Male,0.4735975064331358,0.3207265164331357,0.1528709900000001
ECON1_W54,gender,steered,0.0,Neutral (N=0),male,Male,0.44940884714749507,0.296537857147495,0.1528709900000001
ECON1_W54,gender,steered,2.0,Steered N=2,male,Male,0.20085848741149118,0.2643280018504992,-0.06346951443900803
ECON1_W54,gender,steered,4.0,Steered N=4,male,Male,0.20523799798359207,0.304862907983592,-0.09962490999999993
ECON1_W54,gender,steered,6.0,Steered N=6,male,Male,0.24439807458198656,0.1931078127860193,0.05129026179596727
ECON1_W54,gender,steered,8.0,Steered N=8,male,Male,0.4233052711716585,0.2510548988261937,0.1722503723454648
ECON1_W54,gender,steered,10.0,Steered N=10,male,Male,0.6568591927442523,0.43158210274425246,0.22527708999999985
ECON1_W54,gender,steered,12.0,Steered N=12,male,Male,0.7467221213237618,0.521445031323762,0.22527708999999985
ECON1_W54,gender,steered,14.0,Steered N=14,male,Male,0.6229357107966103,0.3976586207966104,0.22527708999999985
ECON1_W54,gender,steered,16.0,Steered N=16,male,Male,0.4248930833377811,0.19961599333778116,0.22527708999999993
ECON1_W54,gender,steered,18.0,Steered N=18,male,Male,0.43947139827562415,0.28660040827562405,0.1528709900000001
ECON1_W54,gender,steered,20.0,Steered N=20,male,Male,0.5786624425162149,0.4257914525162148,0.1528709900000001
ECON1_W54,gender,declared,,Declared,female,Female,0.637794339207628,0.7906653292076281,-0.15287099000000015
ECON1_W54,gender,steered,0.0,Neutral (N=0),female,Female,0.296537857147495,0.44940884714749507,-0.1528709900000001
ECON1_W54,gender,steered,2.0,Steered N=2,female,Female,0.52796674,0.6808377300000001,-0.15287099000000015
ECON1_W54,gender,steered,4.0,Steered N=4,female,Female,0.6294854004792754,0.7823563904792754,-0.15287099000000004
