position,attribute,n_cases,mean_activation_strength,ci95,mean_normalized_confidence,gender_layer_accuracy,gender_majority_accuracy
after_name,gender,40,0.5248220213965518,0.003280220876312006,0.7624110104913793,0.5293103448275862,0.675
after_name,age,40,0.3493998299913793,0.002249837983779339,0.5120498722500001,,
after_name,education,40,0.5114638974741379,0.004954825390512996,0.6743092650603448,,
after_name,socioeco,40,0.41592065362931024,0.002992099006921334,0.6106137693965518,,
final_prompt,gender,19760,0.52728564010193,0.00041270123274151147,0.7636428202247139,0.5061897947787241,0.533502024291498
final_prompt,age,19760,0.394803651658174,0.000293726456211972,0.5461027386557832,,
final_prompt,education,19760,0.46071000475823676,0.0004472216240212329,0.6404733363945448,,
final_prompt,socioeco,19760,0.39227095452055705,0.00035582623650290553,0.5948473030119188,,
