attribute,channel,layer,validation_accuracy,balanced_accuracy,macro_f1,validation_loss,majority_baseline,accuracy_over_baseline,best_epoch,train_examples,validation_examples,checkpoint
gender,reading,0,0.5,0.5,0.3333333333333333,0.6931471725304922,0.5,0.0,35,1920,480,gender_probe_at_layer_0.pth
gender,reading,1,0.75625,0.75625,0.7519774235859931,0.680525561173757,0.5,0.25625,31,1920,480,gender_probe_at_layer_1.pth
gender,reading,2,0.7354166666666667,0.7354166666666666,0.7323956645990545,0.6714042474826177,0.5,0.23541666666666672,42,1920,480,gender_probe_at_layer_2.pth
gender,reading,3,0.7375,0.7375,0.7372080088987765,0.6600261827309927,0.5,0.23750000000000004,42,1920,480,gender_probe_at_layer_3.pth
gender,reading,4,0.7416666666666667,0.7416666666666667,0.7415544941380807,0.606124276916186,0.5,0.2416666666666667,48,1920,480,gender_probe_at_layer_4.pth
gender,reading,5,0.7333333333333333,0.7333333333333333,0.7322875816993464,0.588356132308642,0.5,0.23333333333333328,49,1920,480,gender_probe_at_layer_5.pth
gender,reading,6,0.7416666666666667,0.7416666666666667,0.7412173913043478,0.5736824770768484,0.5,0.2416666666666667,47,1920,480,gender_probe_at_layer_6.pth
gender,reading,7,0.7479166666666667,0.7479166666666666,0.7478630437896948,0.5558056384325027,0.5,0.24791666666666667,50,1920,480,gender_probe_at_layer_7.pth
gender,reading,8,0.75,0.75,0.7496479424190268,0.5381750762462616,0.5,0.25,49,1920,480,gender_probe_at_layer_8.pth
gender,reading,9,0.7625,0.7625,0.7614397321428572,0.5330472985903422,0.5,0.26249999999999996,49,1920,480,gender_probe_at_layer_9.pth
gender,reading,10,0.7666666666666667,0.7666666666666666,0.7662608695652173,0.5206851810216904,0.5,0.2666666666666667,50,1920,480,gender_probe_at_layer_10.pth
gender,reading,11,0.7791666666666667,0.7791666666666666,0.7791053070297305,0.518803079922994,0.5,0.2791666666666667,49,1920,480,gender_probe_at_layer_11.pth
gender,reading,12,0.7958333333333333,0.7958333333333334,0.7957446808510638,0.49347346276044846,0.5,0.2958333333333333,50,1920,480,gender_probe_at_layer_12.pth
gender,reading,13,0.8020833333333334,0.8020833333333334,0.8018898664059955,0.4908081938823064,0.5,0.30208333333333337,47,1920,480,gender_probe_at_layer_13.pth
gender,reading,14,0.8125,0.8125,0.812340358985943,0.49280009667078656,0.5,0.3125,39,1920,480,gender_probe_at_layer_14.pth
gender,reading,15,0.80625,0.80625,0.8061077787092094,0.4554302121202151,0.5,0.30625,50,1920,480,gender_probe_at_layer_15.pth
gender,reading,16,0.8520833333333333,0.8520833333333333,0.8520775551128299,0.3950326666235924,0.5,0.3520833333333333,50,1920,480,gender_probe_at_layer_16.pth
gender,reading,17,0.8583333333333333,0.8583333333333334,0.8581757508342602,0.3799079532424609,0.5,0.3583333333333333,48,1920,480,gender_probe_at_layer_17.pth
gender,reading,18,0.85625,0.85625,0.8562493760823613,0.3840223252773285,0.5,0.35624999999999996,48,1920,480,gender_probe_at_layer_18.pth
gender,reading,19,0.9,0.9,0.8999982638587475,0.29883693406979245,0.5,0.4,48,1920,480,gender_probe_at_layer_19.pth
gender,reading,20,0.90625,0.90625,0.9062398263700489,0.28866694619258243,0.5,0.40625,41,1920,480,gender_probe_at_layer_20.pth
gender,reading,21,0.9125,0.9125000000000001,0.9124863259884357,0.28010009477535885,0.5,0.4125,43,1920,480,gender_probe_at_layer_21.pth
gender,reading,22,0.9125,0.9125,0.9124939231891103,0.2713382616639137,0.5,0.4125,48,1920,480,gender_probe_at_layer_22.pth
gender,reading,23,0.91875,0.91875,0.9187327165933727,0.26584914823373157,0.5,0.41874999999999996,48,1920,480,gender_probe_at_layer_23.pth
gender,reading,24,0.9083333333333333,0.9083333333333333,0.9082552866153499,0.269383209447066,0.5,0.4083333333333333,45,1920,480,gender_probe_at_layer_24.pth
gender,reading,25,0.9125,0.9125000000000001,0.9124756876910254,0.26337948565681774,0.5,0.4125,46,1920,480,gender_probe_at_layer_25.pth
gender,reading,26,0.9145833333333333,0.9145833333333333,0.9145206336244902,0.25945216541488964,0.5,0.4145833333333333,49,1920,480,gender_probe_at_layer_26.pth
gender,reading,27,0.9166666666666666,0.9166666666666667,0.9166435120866907,0.25824268783132237,0.5,0.41666666666666663,47,1920,480,gender_probe_at_layer_27.pth
gender,reading,28,0.9166666666666666,0.9166666666666667,0.9166435120866907,0.2558562209208806,0.5,0.41666666666666663,50,1920,480,gender_probe_at_layer_28.pth
gender,reading,29,0.9145833333333333,0.9145833333333333,0.9145740640260446,0.24902797490358353,0.5,0.4145833333333333,47,1920,480,gender_probe_at_layer_29.pth
gender,reading,30,0.9125,0.9125000000000001,0.9124756876910254,0.25318993379672367,0.5,0.4125,42,1920,480,gender_probe_at_layer_30.pth
gender,reading,31,0.9125,0.9125,0.9124984808764041,0.24006260186433792,0.5,0.4125,48,1920,480,gender_probe_at_layer_31.pth
gender,reading,32,0.91875,0.91875,0.9187073072229774,0.22393347571293512,0.5,0.41874999999999996,37,1920,480,gender_probe_at_layer_32.pth
