attribute,channel,layer,validation_accuracy,balanced_accuracy,macro_f1,validation_loss,majority_baseline,accuracy_over_baseline,best_epoch,train_examples,validation_examples,checkpoint
socioeconomic,reading,0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6365142663319906,0.3333333333333333,0.0,34,2400,600,socioeconomic_probe_at_layer_0.pth
socioeconomic,reading,1,0.7883333333333333,0.7883333333333334,0.7759049777002276,0.6095072428385416,0.3333333333333333,0.455,35,2400,600,socioeconomic_probe_at_layer_1.pth
socioeconomic,reading,2,0.81,0.81,0.8047908266171427,0.6220301787058512,0.3333333333333333,0.47666666666666674,15,2400,600,socioeconomic_probe_at_layer_2.pth
socioeconomic,reading,3,0.8083333333333333,0.8083333333333332,0.8043475957840328,0.580163578192393,0.3333333333333333,0.47500000000000003,28,2400,600,socioeconomic_probe_at_layer_3.pth
socioeconomic,reading,4,0.7766666666666666,0.7766666666666667,0.7705309093576096,0.46897202730178833,0.3333333333333333,0.4433333333333333,50,2400,600,socioeconomic_probe_at_layer_4.pth
socioeconomic,reading,5,0.785,0.785,0.7784810589480332,0.43932005763053894,0.3333333333333333,0.4516666666666667,49,2400,600,socioeconomic_probe_at_layer_5.pth
socioeconomic,reading,6,0.84,0.84,0.8377406819704504,0.37102020780245465,0.3333333333333333,0.5066666666666666,49,2400,600,socioeconomic_probe_at_layer_6.pth
socioeconomic,reading,7,0.855,0.855,0.8546205877474479,0.33932411670684814,0.3333333333333333,0.5216666666666667,50,2400,600,socioeconomic_probe_at_layer_7.pth
socioeconomic,reading,8,0.8683333333333333,0.8683333333333333,0.8672217974543556,0.3132287363211314,0.3333333333333333,0.5349999999999999,48,2400,600,socioeconomic_probe_at_layer_8.pth
socioeconomic,reading,9,0.885,0.8849999999999999,0.884499348044924,0.2859342396259308,0.3333333333333333,0.5516666666666667,50,2400,600,socioeconomic_probe_at_layer_9.pth
socioeconomic,reading,10,0.9033333333333333,0.9033333333333333,0.9029594598329411,0.24423428873221079,0.3333333333333333,0.5700000000000001,50,2400,600,socioeconomic_probe_at_layer_10.pth
