position,comparison,n_cases,mean_gender_strength,mean_other_strength,mean_difference,fraction_gender_stronger,p_value_one_sided
after_name,gender vs age,40,0.3428511536287878,0.14742963088636366,0.19542152274242425,1.0,9.094947017729282e-13
after_name,gender vs education,40,0.3428511536287878,0.21780161363636363,0.12504953999242424,1.0,9.094947017729282e-13
after_name,gender vs socioeco,40,0.3428511536287878,0.1596249031439394,0.18322625048484847,1.0,9.094947017729282e-13
final_prompt,gender vs age,19760,0.26608408325960003,0.18855428525311313,0.07752979800648693,0.993168016194332,0.0
final_prompt,gender vs education,19760,0.26608408325960003,0.24006898449363576,0.026015098765964303,0.7139676113360324,0.0
final_prompt,gender vs socioeco,19760,0.26608408325960003,0.24972238850349648,0.016361694756103547,0.6649291497975709,0.0
