qkey,attribute,group_a,group_b,human_gap,quartile,channel,magnitude,regime,target_human_group,expected_model_class,competitor_model_class,distance_own_profile,distance_competitor_profile,difference
MOVESUBURB_W32,gender,Male,Female,0.23398872999999987,Q4,inferred,,Inferred from name,Male,male,female,0.46761094797113767,0.4152057247522356,0.052405223218902064
MOVEURBAN_W32,gender,Male,Female,0.11238852914038994,Q3,inferred,,Inferred from name,Male,male,female,0.31504435566047684,0.3256058542374509,-0.010561498576974082
NEIGHINTERA_W32,gender,Male,Female,0.15930686558483725,Q3,inferred,,Inferred from name,Male,male,female,1.5726634697006785,1.762905771540682,-0.19024230184000346
NEIGHINTERB_W32,gender,Male,Female,0.055633150536500434,Q2,inferred,,Inferred from name,Male,male,female,0.9830842250309938,0.9796602598580929,0.003423965172900889
NEIGHKIDS_W32,gender,Male,Female,0.008486627672213254,Q1,inferred,,Inferred from name,Male,male,female,0.2556652208817669,0.20654420611270854,0.04912101476905836
NEIGHSAMEA_W32,gender,Male,Female,0.037218929217532976,Q1,inferred,,Inferred from name,Male,male,female,2.1966050976782383,2.1737131272114287,0.022891970466809575
SATLIFED_W32,gender,Male,Female,0.021616910000000156,Q1,inferred,,Inferred from name,Male,male,female,0.7630698542077569,0.7413919014408258,0.021677952766931075
SOCTRUST2_W32,gender,Male,Female,0.004883829999999922,Q1,inferred,,Inferred from name,Male,male,female,0.42618750652979265,0.4282318814985159,-0.002044374968723228
VALUERURAL_W32,gender,Male,Female,0.05414281000000004,Q2,inferred,,Inferred from name,Male,male,female,0.8714415435558815,0.8778400899272693,-0.006398546371387703
WHADVANT_W32,gender,Male,Female,0.18604241625616164,Q3,inferred,,Inferred from name,Male,male,female,0.7738334764239891,0.8118374555687472,-0.03800397914475806
WILLMOVE_W32,gender,Male,Female,0.05563259096600065,Q2,inferred,,Inferred from name,Male,male,female,0.27216642806079483,0.3263059191921983,-0.05413949113140348
EAT1_W34,gender,Male,Female,0.15373783540426678,Q3,inferred,,Inferred from name,Male,male,female,0.3257743358410123,0.4132147986571506,-0.08744046281613832
EAT2_W34,gender,Male,Female,0.12846561000000023,Q3,inferred,,Inferred from name,Male,male,female,0.6674854094727671,0.7153595523838908,-0.047874142911123685
EAT5B_W34,gender,Male,Female,0.2871463100000002,Q4,inferred,,Inferred from name,Male,male,female,0.5655796445001684,0.5655806890000666,-1.0444998982395148e-06
EAT5C_W34,gender,Male,Female,0.31826349999999987,Q4,inferred,,Inferred from name,Male,male,female,0.6139506068885594,0.6088889174483675,0.005061689440191919
EAT5D_W34,gender,Male,Female,0.250491737495083,Q4,inferred,,Inferred from name,Male,male,female,0.5380489485729814,0.5373338935161104,0.0007150550568709724
EVOBIOA_W34,gender,Male,Female,0.0754553,Q2,inferred,,Inferred from name,Male,male,female,0.15728841649993874,0.15728843799994996,-2.1500011215813686e-08
EVOBIOB_W34,gender,Male,Female,0.13486962000000002,Q3,inferred,,Inferred from name,Male,male,female,0.4804411874999922,0.4804413264999958,-1.390000036183281e-07
EVOPERS3_W34,gender,Male,Female,0.06027303999999983,Q2,inferred,,Inferred from name,Male,male,female,0.8154118625000273,0.8154110380000253,8.245000019391213e-07
EVOTHREE_W34,gender,Male,Female,0.04082140000000001,Q1,inferred,,Inferred from name,Male,male,female,0.3651125731302747,0.3616591462960663,0.0034534268342083507
FUD22_W34,gender,Male,Female,0.04161787999999995,Q1,inferred,,Inferred from name,Male,male,female,0.8372210349946537,0.8374374459994609,-0.00021641100480718212
FUD24_W34,gender,Male,Female,0.004887359999999924,Q1,inferred,,Inferred from name,Male,male,female,0.21547868861948372,0.2407797589870411,-0.025301070367557382
FUD33B_W34,gender,Male,Female,0.010624351970052043,Q1,inferred,,Inferred from name,Male,male,female,0.20762350124994247,0.20762090874985734,2.592500085135674e-06
FUD35_W34,gender,Male,Female,0.20807841000000013,Q4,inferred,,Inferred from name,Male,male,female,0.6596474561338334,0.6578384464503433,0.0018090096834900704
FUD37A_W34,gender,Male,Female,0.1387911224072796,Q3,inferred,,Inferred from name,Male,male,female,0.6611861730001017,0.6611482170003237,3.795599977807207e-05
FUD37B_W34,gender,Male,Female,0.31001652390825574,Q4,inferred,,Inferred from name,Male,male,female,0.7914551974209887,0.7917776759131284,-0.0003224784921397328
FUD37C_W34,gender,Male,Female,0.3344374266556259,Q4,inferred,,Inferred from name,Male,male,female,0.7564139819347441,0.7563625754354256,5.140649931845154e-05
BETTERBIZ1F2D_W36,gender,Male,Female,0.13906907920001157,Q3,inferred,,Inferred from name,Male,male,female,0.18721685287783046,0.18721689512782247,-4.224999200497237e-08
BETTERBIZ1F2E_W36,gender,Male,Female,0.10112174500000007,Q2,inferred,,Inferred from name,Male,male,female,0.2596231757499604,0.2596233842500122,-2.0850005177930342e-07
BETTERBIZ1F2H_W36,gender,Male,Female,0.05083484500000002,Q2,inferred,,Inferred from name,Male,male,female,0.1793075327500004,0.17930754374999722,-1.0999996830074465e-08
BETTERBIZ2F2C_W36,gender,Male,Female,0.003796159999999965,Q1,inferred,,Inferred from name,Male,male,female,0.13595495900000867,0.13595500474999228,-4.57499836070685e-08
BETTERBIZ2F2E_W36,gender,Male,Female,0.07120169000000003,Q2,inferred,,Inferred from name,Male,male,female,0.14045048850000344,0.14045050075000914,-1.2250005704261824e-08
BETTERBIZ2F2F_W36,gender,Male,Female,0.015175765000000008,Q1,inferred,,Inferred from name,Male,male,female,0.2445299414999963,0.24452992250001648,1.8999979811695766e-08
BETTERPOL1F1B_W36,gender,Male,Female,0.11506277838188708,Q3,inferred,,Inferred from name,Male,male,female,0.280683078999998,0.28068308324999974,-4.2500017394253575e-09
BETTERPOL1F1E_W36,gender,Male,Female,0.02863504499999997,Q1,inferred,,Inferred from name,Male,male,female,0.23456734775000346,0.23456740199998394,-5.424998048009222e-08
BETTERPOL1F1I_W36,gender,Male,Female,0.020927120000000042,Q1,inferred,,Inferred from name,Male,male,female,0.23307063274993595,0.23307117725000073,-5.445000647863463e-07
BETTERPOL2F1A_W36,gender,Male,Female,0.1100957003638004,Q3,inferred,,Inferred from name,Male,male,female,0.13425658534257148,0.13425659309256846,-7.749996977501894e-09
BETTERPOL2F1C_W36,gender,Male,Female,0.02366024499999999,Q1,inferred,,Inferred from name,Male,male,female,0.1957251837500052,0.19572531875000176,-1.349999965705173e-07
BETTERPOL2F1D_W36,gender,Male,Female,0.06683086827838364,Q2,inferred,,Inferred from name,Male,male,female,0.23899162374998115,0.23899165075000772,-2.7000026575629832e-08
BETTERPOL2F1F_W36,gender,Male,Female,0.07022496453138671,Q2,inferred,,Inferred from name,Male,male,female,0.2062768809372242,0.20627700793721904,-1.269999948261269e-07
E5_W36,gender,Male,Female,0.28371384678917827,Q4,inferred,,Inferred from name,Male,male,female,0.9004945748417541,0.9071457069148916,-0.0066511320731375
ESSENBIZF2E_W36,gender,Male,Female,0.12374938000000002,Q3,inferred,,Inferred from name,Male,male,female,0.5404982910084873,0.5400481315114462,0.0004501594970411915
ESSENBIZF2J_W36,gender,Male,Female,0.07901336665965797,Q2,inferred,,Inferred from name,Male,male,female,0.4123065159977769,0.412067501485299,0.0002390145124778753
ESSENPOLF1A_W36,gender,Male,Female,0.005056240594104033,Q1,inferred,,Inferred from name,Male,male,female,0.12002722729968773,0.12002789479969089,-6.675000031597378e-07
ESSENPOLF1B_W36,gender,Male,Female,0.13900076468087597,Q3,inferred,,Inferred from name,Male,male,female,0.4679948686786969,0.46805196917998526,-5.710050128837629e-05
ESSENPOLF1D_W36,gender,Male,Female,0.019113471809949156,Q1,inferred,,Inferred from name,Male,male,female,0.24412172044097202,0.2441199114411845,1.8089997875225805e-06
ESSENPOLF1G_W36,gender,Male,Female,0.019975089999999918,Q1,inferred,,Inferred from name,Male,male,female,0.46316094483811154,0.4609819765507638,0.00217896828734776
ESSENPOLF1H_W36,gender,Male,Female,0.16617941452302765,Q3,inferred,,Inferred from name,Male,male,female,0.4521790815207394,0.45223782652176125,-5.8745001021875964e-05
HIGHEDWRNGB_W36,gender,Male,Female,0.21626960783730398,Q4,inferred,,Inferred from name,Male,male,female,0.6194032451014794,0.6227687408957729,-0.0033654957942935715
HIGHEDWRNGC_W36,gender,Male,Female,0.2365128723563944,Q4,inferred,,Inferred from name,Male,male,female,0.526529778015815,0.5261207039905016,0.0004090740253134273
IMPROVE1_W36,gender,Male,Female,0.2558220380755256,Q4,inferred,,Inferred from name,Male,male,female,1.0502786452839157,1.0467901212761093,0.003488524007806415
IMPROVE2_W36,gender,Male,Female,0.37886175195758826,Q4,inferred,,Inferred from name,Male,male,female,0.8306077169983187,0.8306205195034282,-1.2802505109488216e-05
IMPROVE3_W36,gender,Male,Female,0.4380959699999999,Q4,inferred,,Inferred from name,Male,male,female,0.8801505312723058,1.0590730937054416,-0.17892256243313576
MOREWMN1F2_W36,gender,Male,Female,0.08016822000000007,Q2,inferred,,Inferred from name,Male,male,female,0.26039821700001864,0.26039825249999377,-3.5499975126196404e-08
POLCHF1_W36,gender,Male,Female,0.11088972999999996,Q3,inferred,,Inferred from name,Male,male,female,0.7556826624910418,0.7557537209912191,-7.10585001773012e-05
TRAITBIZMF2C_W36,gender,Male,Female,0.01692983000000009,Q1,inferred,,Inferred from name,Male,male,female,0.16081193875000477,0.16081193700000507,1.7499997007064394e-09
TRAITBIZMF2D_W36,gender,Male,Female,0.04837335499999995,Q1,inferred,,Inferred from name,Male,male,female,0.1961886939999969,0.1961886334999955,6.050000139756762e-08
TRAITBIZMF2E_W36,gender,Male,Female,0.047860681249754344,Q1,inferred,,Inferred from name,Male,male,female,0.12497534325024662,0.12497532400023931,1.925000731040072e-08
TRAITBIZMF2G_W36,gender,Male,Female,0.02493734500000011,Q1,inferred,,Inferred from name,Male,male,female,0.29870098175000503,0.2987009532500028,2.850000224707827e-08
TRAITBIZWF2C_W36,gender,Male,Female,0.08499667866851895,Q2,inferred,,Inferred from name,Male,male,female,0.28185482650000776,0.28185479949999426,2.7000013502753717e-08
TRAITBIZWF2D_W36,gender,Male,Female,0.05977729499999995,Q2,inferred,,Inferred from name,Male,male,female,0.21753112549999865,0.21753101800000108,1.0749999757031503e-07
